batch,scenario_id,category,model_name,deterministic_grade,extraction_status,helper_status,bert_precision,bert_recall,bert_f1,candidate_text_length_chars,reference_text_length_chars,source_run_id,reference_source,candidate_source,candidate_text_hash,reference_text_hash
V2,QI_TELEPORT_001,Quantum Information Theory,Mistral NeMo 12B,FAIL,OK,OK,0.47730928659439087,0.8116393089294434,0.6400580406188965,749,603,ef9cc4a7-79d5-4db1-94dc-31e32778b632,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,35dad45619f7c1f4af41d8d17b2e618835026288277085ac6ca43f9b59d15f11,861afe4ca2c51dac27828132c6579a0d6f41bf339550e3455ca2d00c543f9883
V2,QI_TELEPORT_001,Quantum Information Theory,Mistral Small 3.2 24B Instruct,PASS,OK,OK,0.5065013766288757,0.8937404751777649,0.6939734816551208,770,603,dfc152eb-9100-4902-bb40-b122e3842d5f,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,50532bd83cd150bb03ad11b2c998116b8d61e2609806b698c85bdbca38552ba2,861afe4ca2c51dac27828132c6579a0d6f41bf339550e3455ca2d00c543f9883
V2,QM_BERRY_001,Quantum Mechanics,Gemma 3 12B IT,PASS,OK,OK,0.5552486777305603,0.8243270516395569,0.6870840191841125,670,572,d94b3e8b-d2fa-4bfd-8261-18fc32f1e6c2,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,aaa1f868bd558920b1aae92c6857154b99b950efd6f2b0f6fe1b1f5acfdd4e76,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a
V2,QM_BERRY_001,Quantum Mechanics,Gemma 3 27B IT,PASS,OK,OK,0.5605262517929077,0.8492394685745239,0.701678454875946,692,572,5adb68d3-d803-46a1-ac23-424753a795f6,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,995da6e727cf6171026edf24106513e9fdc62a92e4f1dc2174b9185cad240aa6,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a
V2,QM_BERRY_001,Quantum Mechanics,Gemma 4 31B IT,PASS,OK,OK,0.564533531665802,0.8668963313102722,0.7121443748474121,689,572,9db36a40-841b-4808-bbed-447ab10fa45e,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,f86020abb764682e36f97c3f428a0b3964f070b746f0024c138b5e22516e44dc,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a
V2,QM_BERRY_001,Quantum Mechanics,Granite 4.1 8B,PASS,OK,OK,-0.3218030035495758,0.10275692492723465,-0.11703328043222427,2512,572,bfead667-22b7-4add-82bd-2984b62eeac1,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,28d2825928addabed56e572ca42817ac29d6dd4225912e548a135d398f3384f5,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a
V2,QM_BERRY_001,Quantum Mechanics,Llama 3.1 8B Instruct,PASS,OK,OK,0.5681396722793579,0.857323169708252,0.7095080614089966,702,572,e85fdb3c-6f96-43c1-ae20-f3af6c23ab26,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ffae958fc25eba35425183f2c30c8f501b8b02ef141c1bebd53f09e7b047599c,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a
V2,QM_BERRY_001,Quantum Mechanics,Ministral 3 8B,PASS,OK,OK,0.56291264295578,0.8526670932769775,0.7045559883117676,691,572,fdc95d2c-3de5-4854-8c60-7b922434ac4c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,c80f7421c06026090f88cb9ada2fc040a4cd5c2b5e7e0d476558907636b60075,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a
V2,QM_BERRY_001,Quantum Mechanics,Mistral NeMo 12B,PASS,OK,OK,0.5472111701965332,0.8380791544914246,0.689397931098938,690,572,183a2bc8-11a9-43e6-a8a0-67b79cff192b,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,0a72b48e6481ea32182f8c3069a67b81d487426bb2584e523b5eaf70e83184a5,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a
V2,QM_BERRY_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,PASS,OK,OK,0.521673321723938,0.8965967893600464,0.7033983469009399,748,572,0c429cf4-5519-4352-b10b-b78367d1aa96,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,9778af6f686bb639722389eddba7378029ee7a42f619fb2c82c205a4ab980432,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a
V2,QFT_G2_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,OK,OK,0.45173007249832153,0.8317853212356567,0.6358822584152222,704,547,b29759a2-66b7-4fc4-ba87-3dfd71ad6ba3,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,a2c09bcd2cefa858268912ffcee9f0993bd8b56c87589166320b3642a8428242,8e172b8d9d22f962a2d417108599e253f87539378785b6398f913b7bb0ad2450
V2,QFT_G2_001,Quantum Field Theory,Gemma 3 27B IT,PASS,OK,OK,0.16285720467567444,0.5896984934806824,0.3687385320663452,814,547,25529e5b-327b-4589-a52a-93f73ca80330,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ad3c0df542bd886dff014de53dd0455e9481d8c4c2660cf58a12f381b168a8f0,8e172b8d9d22f962a2d417108599e253f87539378785b6398f913b7bb0ad2450
V2,QFT_G2_001,Quantum Field Theory,Gemma 4 31B IT,PASS,OK,OK,0.2502424120903015,0.6654425263404846,0.4507526159286499,761,547,c4603976-d5d0-4988-a94c-66b6032bc539,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ed1b59c1c8d3c779aea8ab73f5bfb3b7a4cde7aebea9c32f891a0e31ac929d52,8e172b8d9d22f962a2d417108599e253f87539378785b6398f913b7bb0ad2450
V2,QFT_G2_001,Quantum Field Theory,Granite 4.1 8B,PASS,OK,OK,-0.23224329948425293,0.2158793956041336,-0.0167066790163517,1816,547,4013320a-823c-4eea-a0f8-eff99460982d,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,0ff7d7d502acd3c23763e04199e72be5663dcf313cd6869eb82f057c61211a22,8e172b8d9d22f962a2d417108599e253f87539378785b6398f913b7bb0ad2450
V2,QFT_G2_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,OK,OK,0.17064958810806274,0.5811334252357483,0.36899492144584656,1133,547,eaff2b64-dfb3-49b3-9728-2a8a928c5ac7,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,8e4f4a81632184f167b1bac027c18f7918087dc65b4e90e7f036672ff231e722,8e172b8d9d22f962a2d417108599e253f87539378785b6398f913b7bb0ad2450
V2,QFT_G2_001,Quantum Field Theory,Ministral 3 8B,FAIL,OK,OK,0.116312675178051,0.5661690831184387,0.33274707198143005,849,547,b3e81597-bbd0-4808-a7b4-5c7c68c104f0,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,04a2652c6d6d4f86a62a80a8af3f9580e36c382aa18b7eb39ff8e65e830443db,8e172b8d9d22f962a2d417108599e253f87539378785b6398f913b7bb0ad2450
V2,QFT_G2_001,Quantum Field Theory,Mistral NeMo 12B,FAIL,OK,OK,0.13862043619155884,0.5698418021202087,0.3465140461921692,788,547,96198746-3f2d-4926-bcef-e8433bbb98d7,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,cc41a7d4c98a771224d27576be842a90083d229f6e012dca9eddec6d9e10baa9,8e172b8d9d22f962a2d417108599e253f87539378785b6398f913b7bb0ad2450
V2,QFT_G2_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.4703521132469177,0.8490940928459167,0.6538836359977722,707,547,ca000060-3995-4bae-816b-f16738e1b5cc,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,6ec71674454d800686611f909470731c0e4bc09ad7926e7cdc2b77207acca10f,8e172b8d9d22f962a2d417108599e253f87539378785b6398f913b7bb0ad2450
V2,SR_ROCKET_001,Special Relativity,Gemma 3 12B IT,FAIL,OK,OK,0.2721118927001953,0.5501719117164612,0.4084946811199188,1439,714,0a1bfb8e-7794-43ce-a724-e54da756c20b,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,b04a2b2752ce7793356a1d51d54eacda36ce59b8979323974812e5b5226507b1,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f
V2,SR_ROCKET_001,Special Relativity,Gemma 3 27B IT,FAIL,OK,OK,0.6114470362663269,0.9094433784484863,0.7569486498832703,876,714,0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1e55d23a515b29cef6655d30f88a98d113ea1e96d9cc4193aa07ad865a662d15,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f
V2,SR_ROCKET_001,Special Relativity,Gemma 4 31B IT,PASS,OK,OK,0.6004854440689087,0.9070946574211121,0.7500708103179932,874,714,4e6f8a7e-4f83-4d56-8303-b5235d10c856,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,dc24e7b7b40a7a4e570d972a7d939bc2ea8f6ec000f2f2a44473693d823c1c3f,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f
V2,SR_ROCKET_001,Special Relativity,Granite 4.1 8B,FAIL,OK,OK,-0.352912038564682,0.0531470850110054,-0.15660437941551208,2608,714,03445593-5565-4d84-808b-961d8347ef18,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,23065532329b5bc6bef9b0d3987a89047308ed067c8aef5176f19ab7f3fb6edf,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f
V2,SR_ROCKET_001,Special Relativity,Llama 3.1 8B Instruct,FAIL,OK,OK,0.4384842813014984,0.6858496069908142,0.5601049661636353,822,714,ea3655fd-8b19-4f34-972d-8d47bb3d3a2f,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,952541457f49c0587274085866f9433ec2703d621a44f5b7d85e806e5b4e3acb,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f
V2,SR_ROCKET_001,Special Relativity,Ministral 3 8B,FAIL,OK,OK,-0.44235607981681824,0.023690689355134964,-0.2188279777765274,1264,714,b43a15c6-f44a-490f-9780-8498520180c6,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,85a04a40110e0a84b5548478ccec08a70b07cab11e55ae8164dcdf74e75c5077,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f
V2,SR_ROCKET_001,Special Relativity,Mistral NeMo 12B,FAIL,OK,OK,0.5162478685379028,0.8245598077774048,0.66671222448349,940,714,dc36a2b4-f64b-443a-b417-a32edd88612a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,7c66c3bcf96f20db1830c14acc2ff8990315b4fd90164cb0979372d8d51523ef,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f
V2,SR_ROCKET_001,Special Relativity,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.6262797117233276,0.9150389432907104,0.7673898935317993,874,714,8dd9d539-5113-456a-ad1b-2987c0bf85c9,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,93150ce4b80cb007d3d2b0ac68a64e53e06137cb0b0e0fbc5c1ec28de7d61b33,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f
V2,STAT_ISING_001,Statistical Mechanics,Gemma 3 12B IT,PASS,OK,OK,0.3842715322971344,0.7953895330429077,0.5828691124916077,852,656,863e22f3-01f3-468c-994c-0a868b72a3dc,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1d621992f06624ef5403ac00cbafcde98af7c183a3f4642567b6370d789efddc,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
