benchmark_id,run_id,model_name,scenario_id,field_name,gold_value_raw,gold_value_num,model_value_raw,model_value_num,verdict,tolerance,tolerance_mode,evaluator_note,method_version
scientific_reasoning_32_v1,9,Granite 4.1 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,9,Granite 4.1 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,105.44,105.44,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,10,Granite 4.1 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90.0,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,10,Granite 4.1 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180.0,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,10,Granite 4.1 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,10,Granite 4.1 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-105.44,-105.44,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,11,Granite 4.1 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,11,Granite 4.1 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,11,Granite 4.1 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,11,Granite 4.1 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-105.44,-105.44,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,12,Granite 4.1 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,12,Granite 4.1 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,12,Granite 4.1 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,12,Granite 4.1 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,105.44,105.44,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,13,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,13,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,13,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,101.91,101.91,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,13,Llama 3.1 8B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-156.18,-156.18,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,14,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,14,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,14,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,63.435,63.435,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,14,Llama 3.1 8B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-267.9,-267.9,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,15,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,180,180.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,15,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,360,360.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,15,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,157.08,157.08,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,15,Llama 3.1 8B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,14.16,14.16,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,16,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,16,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,16,Llama 3.1 8B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,63.435,63.435,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,16,Llama 3.1 8B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,\mathrm{INVALID},,REVIEW,0.01,relative,empty,official_scenario_id_v1
scientific_reasoning_32_v1,17,Ministral 3 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,17,Ministral 3 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,17,Ministral 3 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,128.87,128.87,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,17,Ministral 3 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,102.26,102.26,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,18,Ministral 3 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,18,Ministral 3 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,18,Ministral 3 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.32,127.32,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,18,Ministral 3 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,105.36,105.36,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,19,Ministral 3 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,19,Ministral 3 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,19,Ministral 3 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.32,127.32,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,19,Ministral 3 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,105.36,105.36,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,20,Ministral 3 8B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,20,Ministral 3 8B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,20,Ministral 3 8B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,\boxed{128.7},128.7,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,20,Ministral 3 8B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,\boxed{102.6},102.6,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,21,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,360^\circ,360.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,21,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180^\circ,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,21,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.3^\circ,127.3,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,21,Mistral NeMo 12B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-232.7^\circ,-232.7,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,22,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90^\circ,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,22,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180^\circ,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,22,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,135^\circ,135.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,22,Mistral NeMo 12B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-90^\circ,-90.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,23,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,360^\circ,360.0,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,23,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180^\circ,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,23,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.3^\circ,127.3,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,23,Mistral NeMo 12B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-232.7^\circ,-232.7,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,24,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,127.3^\circ,127.3,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,24,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180^\circ,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,24,Mistral NeMo 12B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.3^\circ,127.3,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,24,Mistral NeMo 12B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,\mathrm{INVALID},,REVIEW,0.01,relative,empty,official_scenario_id_v1
scientific_reasoning_32_v1,25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,25,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-105.44,-105.44,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,127.28,127.28,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,26,Mistral Small 3.2 24B Instruct,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,-105.44,-105.44,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,180/\sqrt{2},127.27922061357856,MATCH,0.01,relative,symbolic,official_scenario_id_v1
scientific_reasoning_32_v1,27,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,360\left(\frac{1}{\sqrt{2}} - 1\right),-105.4415587728429,MATCH,0.01,relative,symbolic,official_scenario_id_v1
scientific_reasoning_32_v1,28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_harmonic_deg,90.0,90.0,90,90.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_kepler_deg,180.0,180.0,180,180.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,apsidal_n_minus1_deg,127.279221,127.279221,90\sqrt{2},127.27922061357856,MATCH,0.01,relative,symbolic,official_scenario_id_v1
scientific_reasoning_32_v1,28,NVIDIA Nemotron 3 Nano 30B-A3B,CM_APSIDAL_001,precession_per_period_deg,-105.441559,-105.441559,180\sqrt{2} - 360,-105.4415587728429,MATCH,0.01,relative,symbolic,official_scenario_id_v1
scientific_reasoning_32_v1,33,Gemma 3 12B IT,CM_FOUCAULT_001,period_hours,31.872957,31.872957,31.86,31.86,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,33,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,271.51,271.51,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,33,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,11.313,11.313,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,34,Gemma 3 12B IT,CM_FOUCAULT_001,period_hours,31.872957,31.872957,31.96,31.96,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,34,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,270,270.0,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,34,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,11.26,11.26,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,35,Gemma 3 12B IT,CM_FOUCAULT_001,period_hours,31.872957,31.872957,31.84,31.84,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,35,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,271.44,271.44,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,35,Gemma 3 12B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,11.31,11.31,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,36,Gemma 3 27B IT,CM_FOUCAULT_001,period_hours,31.872957,31.872957,31.83,31.83,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,36,Gemma 3 27B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,271.44,271.44,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,36,Gemma 3 27B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,11.31,11.31,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,37,Gemma 4 31B IT,CM_FOUCAULT_001,period_hours,31.872957,31.872957,31.876,31.876,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,37,Gemma 4 31B IT,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,271.044,271.044,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,37,Gemma 4 31B IT,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,11.2935,11.2935,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,38,Granite 4.1 8B,CM_FOUCAULT_001,period_hours,31.872957,31.872957,31.8,31.8,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,38,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,271.7,271.7,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,38,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,11.32,11.32,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,39,Granite 4.1 8B,CM_FOUCAULT_001,period_hours,31.872957,31.872957,31.8,31.8,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,39,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,271.7,271.7,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,39,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,11.32,11.32,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,40,Granite 4.1 8B,CM_FOUCAULT_001,period_hours,31.872957,31.872957,31.8,31.8,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,40,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,271.7,271.7,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,40,Granite 4.1 8B,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,11.32,11.32,MATCH,0.01,relative,numeric,official_scenario_id_v1
scientific_reasoning_32_v1,41,Llama 3.1 8B Instruct,CM_FOUCAULT_001,period_hours,31.872957,31.872957,,,NOT_FOUND,0.01,relative,-,official_scenario_id_v1
scientific_reasoning_32_v1,41,Llama 3.1 8B Instruct,CM_FOUCAULT_001,rate_deg_per_day,271.076197,271.076197,,,NOT_FOUND,0.01,relative,-,official_scenario_id_v1
scientific_reasoning_32_v1,41,Llama 3.1 8B Instruct,CM_FOUCAULT_001,rate_deg_per_hour,11.294842,11.294842,,,NOT_FOUND,0.01,relative,-,official_scenario_id_v1
scientific_reasoning_32_v1,42,Llama 3.1 8B Instruct,CM_FOUCAULT_001,period_hours,31.872957,31.872957,24 / 0.625 = 38.4,38.4,MISMATCH,0.01,relative,numeric,official_scenario_id_v1
