run_id,run_categories,span_id,span_index,span_type,status,raw_text
161,TRIVIAL+PROSE,4848,43,inline_math,PROSE, (deceleration). This observation favors the 
161,TRIVIAL+PROSE,4831,26,inline_math,TRIVIAL,":
"
161,TRIVIAL+PROSE,4840,35,inline_math,TRIVIAL,":
"
166,TRIVIAL+PROSE,4949,23,inline_math,PROSE,d_L
166,TRIVIAL+PROSE,4952,26,inline_math,PROSE,d_L
166,TRIVIAL+PROSE,4957,31,inline_math,PROSE,d_L
166,TRIVIAL+PROSE,4959,33,inline_math,PROSE,d_L
166,TRIVIAL+PROSE,4961,35,inline_math,PROSE,d_L
166,TRIVIAL+PROSE,4964,38,inline_math,PROSE,d_L
166,TRIVIAL+PROSE,4969,43,inline_math,PROSE,d_L
166,TRIVIAL+PROSE,4971,45,inline_math,PROSE,d_L
166,TRIVIAL+PROSE,4930,4,inline_math,TRIVIAL,c
166,TRIVIAL+PROSE,4942,16,inline_math,TRIVIAL,z
179,TRIVIAL+PROSE,5165,3,inline_math,PROSE,f_{GW}
179,TRIVIAL+PROSE,5166,4,inline_math,PROSE,f_{GW}
179,TRIVIAL+PROSE,5170,8,inline_math,TRIVIAL,c
180,TRIVIAL+PROSE,5201,8,inline_math,PROSE,"
where "
180,TRIVIAL+PROSE,5248,55,inline_math,TRIVIAL,E
180,TRIVIAL+PROSE,5249,56,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5564,194,inline_math,PROSE,f_{GW}
185,TRIVIAL+PROSE,5566,196,inline_math,PROSE,f_{GW}
185,TRIVIAL+PROSE,5575,205,inline_math,TRIVIAL,c
185,TRIVIAL+PROSE,5579,209,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5582,212,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5584,214,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5588,218,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5592,222,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5596,226,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5600,230,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5604,234,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5608,238,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5612,242,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5616,246,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5620,250,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5624,254,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5628,258,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5632,262,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5636,266,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5640,270,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5644,274,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5648,278,inline_math,TRIVIAL,M
185,TRIVIAL+PROSE,5652,282,inline_math,TRIVIAL,M
186,TRIVIAL+PROSE,5669,15,inline_math,PROSE,f_{GW}
186,TRIVIAL+PROSE,5671,17,inline_math,PROSE,f_{GW}
186,TRIVIAL+PROSE,5687,33,inline_math,TRIVIAL,m
190,TRIVIAL+PROSE,6034,12,inline_math,PROSE,f_{GW}
190,TRIVIAL+PROSE,6036,14,inline_math,TRIVIAL,G
190,TRIVIAL+PROSE,6038,16,inline_math,TRIVIAL,c
190,TRIVIAL+PROSE,6043,21,inline_math,TRIVIAL,m
191,TRIVIAL+PROSE,6056,11,inline_math,PROSE,f_{GW}
191,TRIVIAL+PROSE,6057,12,inline_math,TRIVIAL,G
191,TRIVIAL+PROSE,6058,13,inline_math,TRIVIAL,c
192,TRIVIAL+PROSE,6075,12,inline_math,PROSE,f_{GW}
192,TRIVIAL+PROSE,6076,13,inline_math,PROSE,f_{GW}
192,TRIVIAL+PROSE,6079,16,inline_math,TRIVIAL,G
192,TRIVIAL+PROSE,6080,17,inline_math,TRIVIAL,c
197,TRIVIAL+PROSE,6153,2,inline_math,PROSE,dt_s
197,TRIVIAL+PROSE,6154,3,inline_math,PROSE,dt_g
197,TRIVIAL+PROSE,6157,6,inline_math,PROSE,M_E
197,TRIVIAL+PROSE,6156,5,inline_math,TRIVIAL,G
197,TRIVIAL+PROSE,6158,7,inline_math,TRIVIAL,r
197,TRIVIAL+PROSE,6159,8,inline_math,TRIVIAL,c
197,TRIVIAL+PROSE,6178,27,inline_math,TRIVIAL,v
198,TRIVIAL+PROSE,6195,6,inline_math,PROSE,M_E
198,TRIVIAL+PROSE,6192,3,inline_math,TRIVIAL,dt
198,TRIVIAL+PROSE,6194,5,inline_math,TRIVIAL,G
198,TRIVIAL+PROSE,6196,7,inline_math,TRIVIAL,r
198,TRIVIAL+PROSE,6197,8,inline_math,TRIVIAL,c
198,TRIVIAL+PROSE,6200,11,inline_math,TRIVIAL,dt
198,TRIVIAL+PROSE,6208,19,inline_math,TRIVIAL,v
199,TRIVIAL+PROSE,6225,6,inline_math,PROSE,M_E
199,TRIVIAL+PROSE,6224,5,inline_math,TRIVIAL,G
199,TRIVIAL+PROSE,6226,7,inline_math,TRIVIAL,r
199,TRIVIAL+PROSE,6227,8,inline_math,TRIVIAL,c
199,TRIVIAL+PROSE,6249,30,inline_math,TRIVIAL,v
204,TRIVIAL+PROSE,6646,299,inline_math,PROSE,GM_E
204,TRIVIAL+PROSE,6647,300,inline_math,PROSE,R_E
204,TRIVIAL+PROSE,6648,301,inline_math,TRIVIAL,r
204,TRIVIAL+PROSE,6649,302,inline_math,TRIVIAL,r
218,TRIVIAL+PROSE,6965,24,inline_math,PROSE,r_{isco}
218,TRIVIAL+PROSE,6959,18,inline_math,TRIVIAL,M
221,TRIVIAL+PROSE,7031,2,inline_math,PROSE,r_s
221,TRIVIAL+PROSE,7033,4,inline_math,PROSE,r_{ph}
221,TRIVIAL+PROSE,7035,6,inline_math,PROSE,r_{isco}
221,TRIVIAL+PROSE,7037,8,inline_math,PROSE,r_{isco}
221,TRIVIAL+PROSE,7053,24,inline_math,PROSE,r_{isco}
221,TRIVIAL+PROSE,7057,28,inline_math,PROSE,f_{isco}
221,TRIVIAL+PROSE,7050,21,inline_math,TRIVIAL,f
221,TRIVIAL+PROSE,7054,25,inline_math,TRIVIAL,M
225,TRIVIAL+PROSE,7135,16,inline_math,PROSE,f_{GW}
225,TRIVIAL+PROSE,7137,18,inline_math,TRIVIAL,M
225,TRIVIAL+PROSE,7138,19,inline_math,TRIVIAL,M
227,TRIVIAL+PROSE,7199,16,inline_math,PROSE,f_{GW}
227,TRIVIAL+PROSE,7201,18,inline_math,TRIVIAL,M
227,TRIVIAL+PROSE,7202,19,inline_math,TRIVIAL,M
242,TRIVIAL+PROSE,7518,12,inline_math,PROSE,"
where "
242,TRIVIAL+PROSE,7519,13,inline_math,PROSE, and 
242,TRIVIAL+PROSE,7520,14,inline_math,PROSE," is the specific angular momentum. In Newtonian mechanics, the term "
242,TRIVIAL+PROSE,7521,15,inline_math,PROSE," is absent, resulting in closed elliptical orbits. Treating the GR term as a small perturbation, the shift in the perihelion per orbit "
242,TRIVIAL+PROSE,7522,16,inline_math,PROSE," is derived as:
"
242,TRIVIAL+PROSE,7524,18,inline_math,PROSE,"
where "
242,TRIVIAL+PROSE,7532,26,inline_math,PROSE,"
Now substitute into the "
242,TRIVIAL+PROSE,7533,27,inline_math,PROSE," formula:
"
242,TRIVIAL+PROSE,7539,33,inline_math,PROSE,"
Convert radians to arcseconds ("
242,TRIVIAL+PROSE,7540,34,inline_math,TRIVIAL,"):
"
260,TRIVIAL+PROSE,7895,29,inline_math,PROSE,E(k)
260,TRIVIAL+PROSE,7898,32,inline_math,PROSE," is:
"
260,TRIVIAL+PROSE,7900,34,inline_math,PROSE,"
Substituting the Bloch ansatz "
260,TRIVIAL+PROSE,7901,35,inline_math,PROSE," (we can omit the normalization for finding the dispersion):
"
260,TRIVIAL+PROSE,7903,37,inline_math,PROSE,"
Dividing by "
260,TRIVIAL+PROSE,7904,38,inline_math,PROSE,", we get the energy dispersion "
260,TRIVIAL+PROSE,7907,41,inline_math,PROSE,"
Using Euler's formula "
260,TRIVIAL+PROSE,7908,42,inline_math,PROSE,", we can separate the real and imaginary parts of the energy:
"
260,TRIVIAL+PROSE,7912,46,inline_math,PROSE,"
This is the parametric equation of a curve in the complex energy plane, with "
260,TRIVIAL+PROSE,7913,47,inline_math,PROSE, as the parameter. Let 
260,TRIVIAL+PROSE,7914,48,inline_math,PROSE,". Then:
"
260,TRIVIAL+PROSE,7918,52,inline_math,PROSE,"
We can write this in the standard form of an ellipse:
"
260,TRIVIAL+PROSE,7930,64,inline_math,PROSE,"
Assuming "
260,TRIVIAL+PROSE,7931,65,inline_math,PROSE,", we can divide the entire equation by "
260,TRIVIAL+PROSE,7934,68,inline_math,PROSE,"
Rearranging this gives the characteristic equation, which is a quadratic equation for "
260,TRIVIAL+PROSE,7937,71,inline_math,PROSE,"
For a given energy "
260,TRIVIAL+PROSE,7938,72,inline_math,PROSE,", this equation has two roots, "
260,TRIVIAL+PROSE,7939,73,inline_math,PROSE, and 
260,TRIVIAL+PROSE,7940,74,inline_math,PROSE,". According to Vieta's formulas, the product of the roots of a quadratic equation "
260,TRIVIAL+PROSE,7942,76,inline_math,PROSE,". For our characteristic equation, "
260,TRIVIAL+PROSE,7944,78,inline_math,PROSE,", and "
260,TRIVIAL+PROSE,7945,79,inline_math,PROSE,".
Therefore, the product of the roots is:
"
260,TRIVIAL+PROSE,7954,88,inline_math,PROSE,"
Substituting the equal modulus condition:
"
260,TRIVIAL+PROSE,7956,90,inline_math,PROSE,"
Since "
260,TRIVIAL+PROSE,7957,91,inline_math,PROSE, and 
260,TRIVIAL+PROSE,7958,92,inline_math,PROSE," are given as positive real numbers, the GBZ radius is:
"
260,TRIVIAL+PROSE,7960,94,inline_math,PROSE,"
Using the given values "
260,TRIVIAL+PROSE,7961,95,inline_math,PROSE, and 
260,TRIVIAL+PROSE,7968,102,inline_math,PROSE,"
The two roots "
260,TRIVIAL+PROSE,7969,103,inline_math,PROSE, and 
260,TRIVIAL+PROSE,7970,104,inline_math,PROSE, have the same modulus if the term under the square root (the discriminant 
260,TRIVIAL+PROSE,7972,106,inline_math,PROSE,". In this case, the roots are complex conjugates of each other (or purely imaginary).
If "
260,TRIVIAL+PROSE,7973,107,inline_math,PROSE,", then "
260,TRIVIAL+PROSE,7974,108,inline_math,PROSE,", and the roots are:
"
260,TRIVIAL+PROSE,7976,110,inline_math,PROSE,"
The squared modulus of these roots is:
"
260,TRIVIAL+PROSE,7978,112,inline_math,PROSE,"
This confirms that the condition "
260,TRIVIAL+PROSE,7979,113,inline_math,PROSE, is equivalent to the GBZ condition 
260,TRIVIAL+PROSE,7980,114,inline_math,PROSE,. The OBC spectrum is therefore given by the range of (real) energies 
260,TRIVIAL+PROSE,7981,115,inline_math,PROSE, for which 
260,TRIVIAL+PROSE,7984,118,inline_math,PROSE,"
This implies that the OBC spectrum is purely real and forms a continuous line segment on the real axis:
"
260,TRIVIAL+PROSE,7986,120,inline_math,PROSE,"
The maximum absolute value of the energy in the OBC spectrum is:
"
260,TRIVIAL+PROSE,7988,122,inline_math,PROSE,"
Using the given values:
"
260,TRIVIAL+PROSE,8001,135,inline_math,PROSE,t_R > t_L
260,TRIVIAL+PROSE,8006,140,inline_math,PROSE,t_R < t_L
260,TRIVIAL+PROSE,8012,146,inline_math,PROSE,t_R > t_L
260,TRIVIAL+PROSE,7893,27,inline_math,TRIVIAL,k
260,TRIVIAL+PROSE,7905,39,inline_math,TRIVIAL,":
"
260,TRIVIAL+PROSE,7932,66,inline_math,TRIVIAL,":
"
260,TRIVIAL+PROSE,7935,69,inline_math,TRIVIAL,":
"
260,TRIVIAL+PROSE,7941,75,inline_math,TRIVIAL, is 
260,TRIVIAL+PROSE,7943,77,inline_math,TRIVIAL,", "
260,TRIVIAL+PROSE,7948,82,inline_math,TRIVIAL,E
260,TRIVIAL+PROSE,7962,96,inline_math,TRIVIAL,":
"
260,TRIVIAL+PROSE,7964,98,inline_math,TRIVIAL,E
260,TRIVIAL+PROSE,7982,116,inline_math,TRIVIAL,".
"
260,TRIVIAL+PROSE,8004,138,inline_math,TRIVIAL,j
260,TRIVIAL+PROSE,8005,139,inline_math,TRIVIAL,j
260,TRIVIAL+PROSE,8008,142,inline_math,TRIVIAL,j
260,TRIVIAL+PROSE,8009,143,inline_math,TRIVIAL,j
261,TRIVIAL+PROSE,8068,56,inline_math,PROSE,|E|
261,TRIVIAL+PROSE,8073,61,inline_math,PROSE,t_R > t_L
261,TRIVIAL+PROSE,8075,63,inline_math,PROSE,t_R
261,TRIVIAL+PROSE,8040,28,inline_math,TRIVIAL,j
261,TRIVIAL+PROSE,8042,30,inline_math,TRIVIAL,j
261,TRIVIAL+PROSE,8044,32,inline_math,TRIVIAL,K
261,TRIVIAL+PROSE,8047,35,inline_math,TRIVIAL,E
261,TRIVIAL+PROSE,8049,37,inline_math,TRIVIAL,E
261,TRIVIAL+PROSE,8050,38,inline_math,TRIVIAL,K
262,TRIVIAL+PROSE,8106,30,inline_math,PROSE,"
Since "
262,TRIVIAL+PROSE,8107,31,inline_math,PROSE,", we have:
"
262,TRIVIAL+PROSE,8126,50,inline_math,PROSE,"
Substituting this back into the eigenvalue equation:
"
262,TRIVIAL+PROSE,8128,52,inline_math,PROSE,"
This is not correct. Let's go back to the original equation:
"
262,TRIVIAL+PROSE,8134,58,inline_math,PROSE,"
The characteristic equation is:
"
262,TRIVIAL+PROSE,8138,62,inline_math,PROSE,"
This is a linear equation, so there are two roots, which are identical. The product of the roots is "
262,TRIVIAL+PROSE,8139,63,inline_math,PROSE,".
However, we can also consider the equation "
262,TRIVIAL+PROSE,8140,64,inline_math,PROSE," as:
"
262,TRIVIAL+PROSE,8148,72,inline_math,PROSE,"
The characteristic equation is "
262,TRIVIAL+PROSE,8149,73,inline_math,PROSE,. The product of the roots is 
262,TRIVIAL+PROSE,8167,91,inline_math,PROSE,|E|
262,TRIVIAL+PROSE,8173,97,inline_math,PROSE,t_L < t_R
262,TRIVIAL+PROSE,8168,92,inline_math,TRIVIAL,N
263,TRIVIAL+PROSE,8175,2,inline_math,PROSE,E(k)
263,TRIVIAL+PROSE,8180,7,inline_math,PROSE,E(k)
263,TRIVIAL+PROSE,8208,35,inline_math,PROSE,|E|
263,TRIVIAL+PROSE,8210,37,inline_math,PROSE,|E|
263,TRIVIAL+PROSE,8216,43,inline_math,PROSE,|E|
263,TRIVIAL+PROSE,8224,51,inline_math,PROSE,t_R
263,TRIVIAL+PROSE,8225,52,inline_math,PROSE,t_L
263,TRIVIAL+PROSE,8226,53,inline_math,PROSE,t_R > t_L
263,TRIVIAL+PROSE,8176,3,inline_math,TRIVIAL,H
263,TRIVIAL+PROSE,8178,5,inline_math,TRIVIAL,k
263,TRIVIAL+PROSE,8185,12,inline_math,TRIVIAL,E
263,TRIVIAL+PROSE,8209,36,inline_math,TRIVIAL,N
265,TRIVIAL+PROSE,8257,13,inline_math,PROSE,|E|
265,TRIVIAL+PROSE,8262,18,inline_math,PROSE,t_R > t_L
265,TRIVIAL+PROSE,8255,11,inline_math,TRIVIAL,E
265,TRIVIAL+PROSE,8258,14,inline_math,TRIVIAL,N
265,TRIVIAL+PROSE,8261,17,inline_math,TRIVIAL,N
266,TRIVIAL+PROSE,8276,14,inline_math,PROSE,E(k)
266,TRIVIAL+PROSE,8284,22,inline_math,PROSE,|E|
266,TRIVIAL+PROSE,8288,26,inline_math,PROSE,t_R > t_L
266,TRIVIAL+PROSE,8280,18,inline_math,TRIVIAL,E
266,TRIVIAL+PROSE,8285,23,inline_math,TRIVIAL,N
266,TRIVIAL+PROSE,8287,25,inline_math,TRIVIAL,N
268,TRIVIAL+PROSE,8326,27,inline_math,PROSE,"
where "
268,TRIVIAL+PROSE,8328,29,inline_math,PROSE,H(k)
268,TRIVIAL+PROSE,8332,33,inline_math,PROSE,"
Using "
268,TRIVIAL+PROSE,8333,34,inline_math,PROSE, and 
268,TRIVIAL+PROSE,8334,35,inline_math,PROSE,", we get:
"
268,TRIVIAL+PROSE,8338,39,inline_math,PROSE,"
In matrix form, this is:
"
268,TRIVIAL+PROSE,8340,41,inline_math,PROSE,"
The eigenvalues "
268,TRIVIAL+PROSE,8341,42,inline_math,PROSE, are found from the characteristic equation 
268,TRIVIAL+PROSE,8352,53,inline_math,PROSE,"
Taking the square root of both sides:
"
268,TRIVIAL+PROSE,8354,55,inline_math,PROSE,"
This can be written using "
268,TRIVIAL+PROSE,8362,63,inline_math,PROSE,E(k)
268,TRIVIAL+PROSE,8374,75,inline_math,PROSE,"
In this case, the spectrum is entirely real for all "
268,TRIVIAL+PROSE,8380,81,inline_math,PROSE,"
This can be separated into two independent quadratic equations for "
268,TRIVIAL+PROSE,8383,84,inline_math,PROSE,"
Let "
268,TRIVIAL+PROSE,8398,99,inline_math,PROSE, and 
268,TRIVIAL+PROSE,8401,102,inline_math,PROSE,"
When "
268,TRIVIAL+PROSE,8403,104,inline_math,PROSE, is imaginary or zero. Let 
268,TRIVIAL+PROSE,8404,105,inline_math,PROSE, where 
268,TRIVIAL+PROSE,8407,108,inline_math,PROSE,"
So, for "
268,TRIVIAL+PROSE,8408,109,inline_math,PROSE,", the GBZ is the unit circle ("
268,TRIVIAL+PROSE,8416,117,inline_math,PROSE,"
The GBZ radius is:
"
268,TRIVIAL+PROSE,8342,43,inline_math,TRIVIAL,":
"
268,TRIVIAL+PROSE,8355,56,inline_math,TRIVIAL,":
"
268,TRIVIAL+PROSE,8367,68,inline_math,TRIVIAL,k
268,TRIVIAL+PROSE,8381,82,inline_math,TRIVIAL,":
"
268,TRIVIAL+PROSE,8384,85,inline_math,TRIVIAL,".
"
268,TRIVIAL+PROSE,8388,89,inline_math,TRIVIAL,E
268,TRIVIAL+PROSE,8399,100,inline_math,TRIVIAL,").
"
268,TRIVIAL+PROSE,8402,103,inline_math,TRIVIAL,", "
268,TRIVIAL+PROSE,8405,106,inline_math,TRIVIAL,".
"
268,TRIVIAL+PROSE,8422,123,inline_math,TRIVIAL,T
268,TRIVIAL+PROSE,8425,126,inline_math,TRIVIAL,K
269,TRIVIAL+PROSE,8454,27,inline_math,PROSE,"
where "
269,TRIVIAL+PROSE,8455,28,inline_math,PROSE,". We can rewrite this as:
"
269,TRIVIAL+PROSE,8457,30,inline_math,PROSE,"
Using Euler's formula, "
269,TRIVIAL+PROSE,8462,35,inline_math,PROSE,"
Substituting these into the Hamiltonian:
"
269,TRIVIAL+PROSE,8466,39,inline_math,PROSE,"
This Hamiltonian is of the form "
269,TRIVIAL+PROSE,8467,40,inline_math,PROSE,", with "
269,TRIVIAL+PROSE,8470,43,inline_math,PROSE,", and "
269,TRIVIAL+PROSE,8471,44,inline_math,PROSE,. The eigenvalues 
269,TRIVIAL+PROSE,8472,45,inline_math,PROSE, are given by 
269,TRIVIAL+PROSE,8479,52,inline_math,PROSE,"
Alternatively, and more directly from the "
269,TRIVIAL+PROSE,8480,53,inline_math,PROSE," representation which is better for the GBZ analysis:
"
269,TRIVIAL+PROSE,8482,55,inline_math,PROSE,"
The eigenvalues are "
269,TRIVIAL+PROSE,8487,60,inline_math,PROSE,"
Substituting "
269,TRIVIAL+PROSE,8488,61,inline_math,PROSE,", we have "
269,TRIVIAL+PROSE,8489,62,inline_math,PROSE, and 
269,TRIVIAL+PROSE,8504,77,inline_math,PROSE,"
which is purely real. If "
269,TRIVIAL+PROSE,8505,78,inline_math,PROSE,", the imaginary part is zero.
Therefore, the exact condition for the PBC spectrum to be entirely real is "
269,TRIVIAL+PROSE,8519,92,inline_math,PROSE,"
Let "
269,TRIVIAL+PROSE,8520,93,inline_math,PROSE,". The equation splits into two:
"
269,TRIVIAL+PROSE,8522,95,inline_math,PROSE,"
Multiplying by "
269,TRIVIAL+PROSE,8523,96,inline_math,PROSE, and rearranging gives two quadratic equations for 
