run_name,run_id,scenario_id,model_name,deterministic_match_count,deterministic_mismatch_count,deterministic_not_found_count,deterministic_review_count,reference_text_hash,candidate_text_hash,bertscore_precision,bertscore_recall,bertscore_f1,bertscore_model,rescale_with_baseline
pre_structured_prompt_usable_full_v1,11,CM_APSIDAL_001,Granite 4.1 8B,4,0,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,02e69e44f7adcfe300feb7193516f4a25308ab90df192f2cfae309c7995406f8,-0.3484979569911957,-0.07371403276920319,-0.21312089264392853,unknown,1
pre_structured_prompt_usable_full_v1,12,CM_APSIDAL_001,Granite 4.1 8B,3,1,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,af46a67d29cdc4e04b4006a6d43c85b1f3222c4756347ef67c2d81526c99b1df,-0.38916105031967163,-0.1027572825551033,-0.2482936978340149,unknown,1
pre_structured_prompt_usable_full_v1,13,CM_APSIDAL_001,Llama 3.1 8B Instruct,2,2,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,26ab93604574744c92f24c22e586f2c8b5b24028ff8fe11272482a2f2e060d5c,-0.11456727981567383,0.05343218892812729,-0.030325664207339287,unknown,1
pre_structured_prompt_usable_full_v1,14,CM_APSIDAL_001,Llama 3.1 8B Instruct,2,2,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,127d05caaa91ef27a53fc46db7b9d9de85a551d9eddfa5bd2609b902ade744c0,-0.09641889482736588,0.06016497686505318,-0.01771354489028454,unknown,1
pre_structured_prompt_usable_full_v1,15,CM_APSIDAL_001,Llama 3.1 8B Instruct,0,4,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,253d97a594fd80f2bd627e1d4c6df0916044ea6cecb3aa2c2899cbc8f1104a44,-0.20820853114128113,-0.05444702133536339,-0.13071443140506744,unknown,1
pre_structured_prompt_usable_full_v1,16,CM_APSIDAL_001,Llama 3.1 8B Instruct,2,1,0,1,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,e26a4f7e5ae6344e54763cb228baa30328d70dee887c41142ac33a3728e406af,-0.08076833188533783,0.04815851151943207,-0.015494274906814098,unknown,1
pre_structured_prompt_usable_full_v1,17,CM_APSIDAL_001,Ministral 3 8B,2,2,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,5af70dc9324ea363bf4cdf4b4184d61991f5a9eb26f0b07b052e2cf048a4531f,-0.3365423083305359,-0.15684138238430023,-0.2463809698820114,unknown,1
pre_structured_prompt_usable_full_v1,18,CM_APSIDAL_001,Ministral 3 8B,3,1,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,b76e848c70cd5d2ece047d320abbfb452d600a390df9195459dad4611a90e2a2,-0.34627607464790344,-0.17472851276397705,-0.2600211501121521,unknown,1
pre_structured_prompt_usable_full_v1,19,CM_APSIDAL_001,Ministral 3 8B,3,1,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,7764a564e28d5bd2ffe7c2550385bb5c516db467e62ef7fe20c875d54c28fc61,-0.36167263984680176,-0.16074331104755402,-0.26130983233451843,unknown,1
pre_structured_prompt_usable_full_v1,20,CM_APSIDAL_001,Ministral 3 8B,2,2,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,38b99b7a3fcd1076415c28efa24cad260a2fd194f18c56c440977ed39dff7fee,-0.3392997682094574,-0.17589439451694489,-0.2569744288921356,unknown,1
pre_structured_prompt_usable_full_v1,21,CM_APSIDAL_001,Mistral NeMo 12B,2,2,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,b158cfd2102ca2e4744411b9ebaddaa301c6a2cd3b8c7d1aa153c46100a4fa31,-0.141585573554039,0.05524325743317604,-0.043448105454444885,unknown,1
pre_structured_prompt_usable_full_v1,22,CM_APSIDAL_001,Mistral NeMo 12B,2,2,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,cf12420cde10683383c5daaed779c9c086d7a2b364489d51516f989119768de2,-0.11069019138813019,0.06400076299905777,-0.023228168487548828,unknown,1
pre_structured_prompt_usable_full_v1,23,CM_APSIDAL_001,Mistral NeMo 12B,2,2,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,b158cfd2102ca2e4744411b9ebaddaa301c6a2cd3b8c7d1aa153c46100a4fa31,-0.141585573554039,0.05524325743317604,-0.043448105454444885,unknown,1
pre_structured_prompt_usable_full_v1,24,CM_APSIDAL_001,Mistral NeMo 12B,2,1,0,1,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,87ed0bd64f03e5ff5ca7cc1848706729d6fa91aca16e050134bb3f97a1f92dbc,-0.3742890954017639,-0.1778886914253235,-0.27607694268226624,unknown,1
pre_structured_prompt_usable_full_v1,25,CM_APSIDAL_001,Mistral Small 3.2 24B Instruct,4,0,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,88d39f5b926867b90b394c3447c4c20c4e9ee3515b66e5a43da6866a71e488bb,-0.32483533024787903,-0.00414989423006773,-0.1679733693599701,unknown,1
pre_structured_prompt_usable_full_v1,26,CM_APSIDAL_001,Mistral Small 3.2 24B Instruct,4,0,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,be5119fbb3e205bcbe3245e53b04bb1e3b5936fa7f18e7669af645a919a08350,-0.3353706896305084,-0.03905117139220238,-0.18989059329032898,unknown,1
pre_structured_prompt_usable_full_v1,27,CM_APSIDAL_001,NVIDIA Nemotron 3 Nano 30B-A3B,4,0,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,583a16657a37097dbc2a39d3c1403fc0a2bd96ca1ad9dc9a73e2c67721984d81,-0.160850390791893,-0.008416871540248394,-0.08406349271535873,unknown,1
pre_structured_prompt_usable_full_v1,28,CM_APSIDAL_001,NVIDIA Nemotron 3 Nano 30B-A3B,4,0,0,0,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,2b554dbc38cca86d19f28e193125badd30371fbc675cdea474d7c0f4628acd76,-0.42501211166381836,-0.09690066426992416,-0.26464828848838806,unknown,1
pre_structured_prompt_usable_full_v1,33,CM_FOUCAULT_001,Gemma 3 12B IT,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,c5ebf62f74ebbee45426b3d4a389ba915a6ca4442825947683025a1db6540e98,-0.14836975932121277,0.03128161281347275,-0.05847196653485298,unknown,1
pre_structured_prompt_usable_full_v1,34,CM_FOUCAULT_001,Gemma 3 12B IT,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,81ffe41b1dbb2158cc2d2d8104fe6ca5124b428870b3b9b0c1bb65e819fe32c6,-0.20640794932842255,0.02729054167866707,-0.0905962884426117,unknown,1
pre_structured_prompt_usable_full_v1,35,CM_FOUCAULT_001,Gemma 3 12B IT,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,f2131e329679742fb7c5a1869baa760844f24d4bed933b07d0d2997e4aad205b,-0.20703691244125366,0.040117647498846054,-0.08483586460351944,unknown,1
pre_structured_prompt_usable_full_v1,36,CM_FOUCAULT_001,Gemma 3 27B IT,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,ef5bc8599dec3e57052649a6332625c4ddd17c119a2b21498a1f241dd2a4615f,-0.2699667513370514,-0.08737947046756744,-0.17850324511528015,unknown,1
pre_structured_prompt_usable_full_v1,37,CM_FOUCAULT_001,Gemma 4 31B IT,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,7e622add003cdcd7e83ac4a970aebd16437c7234c0e7f46e52a7fef16a6d9f39,-0.2892290949821472,-0.048966772854328156,-0.17021523416042328,unknown,1
pre_structured_prompt_usable_full_v1,38,CM_FOUCAULT_001,Granite 4.1 8B,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,b0d7c6b2bd8a7aa67d05b3fa21efa8b491ac40adfbd447333cfa14259e33054c,-0.3907143771648407,0.015213685110211372,-0.19447393715381622,unknown,1
pre_structured_prompt_usable_full_v1,39,CM_FOUCAULT_001,Granite 4.1 8B,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,ed2363db7889c950203fd3f72fcfe4bc140d2d6a56e5b7b8d171d1288039b773,-0.36840343475341797,0.034372102469205856,-0.17360205948352814,unknown,1
pre_structured_prompt_usable_full_v1,40,CM_FOUCAULT_001,Granite 4.1 8B,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,c5030432e69bb109c8b64e9cb92dd5c6076ccabc195829b999ce0680487af387,-0.3678717315196991,0.0331779308617115,-0.17386092245578766,unknown,1
pre_structured_prompt_usable_full_v1,41,CM_FOUCAULT_001,Llama 3.1 8B Instruct,0,0,3,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,78cb8251a7fe8f12a144730dd9ad2b6890226f0ce4bb4daee6305dcacf34d945,-0.2967575788497925,-0.14430680871009827,-0.2197755128145218,unknown,1
pre_structured_prompt_usable_full_v1,42,CM_FOUCAULT_001,Llama 3.1 8B Instruct,0,3,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,cf9f2d526cb8703bb210ecfd3317423b43755e893e6d7aebb2fdbc0dd73d5de3,-0.11373773962259293,0.00992196798324585,-0.050977516919374466,unknown,1
pre_structured_prompt_usable_full_v1,43,CM_FOUCAULT_001,Llama 3.1 8B Instruct,0,3,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,99625626644cb0e64ff3f5dad2629fcd6e03ba5e25e7603ada7fad386ff1e33f,-0.25502651929855347,-0.1236022561788559,-0.1882868856191635,unknown,1
pre_structured_prompt_usable_full_v1,44,CM_FOUCAULT_001,Ministral 3 8B,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,65c407ea77dc6c80155f2e3570c64f904758a7a638bb017eb4544f33ae6852fb,-0.2639084458351135,0.007237907964736223,-0.1303132325410843,unknown,1
pre_structured_prompt_usable_full_v1,45,CM_FOUCAULT_001,Ministral 3 8B,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,f4dfa8a8eca9be27e9e28a7e854826fe7616edc2dbc9e77325d63b7e923bc2ba,-0.19381660223007202,-0.029471252113580704,-0.11123153567314148,unknown,1
pre_structured_prompt_usable_full_v1,46,CM_FOUCAULT_001,Ministral 3 8B,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,7aa0d5aa95946d0e2f83b52ed8a6ec95ff488fb73fbe65b5a8f66963e16ed387,-0.22538445889949799,0.0022868281230330467,-0.11241957545280457,unknown,1
pre_structured_prompt_usable_full_v1,47,CM_FOUCAULT_001,Mistral NeMo 12B,0,3,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,7eb639e7f7985ece8922b56e570e8a0e67c94b4451102bf63acd0775f47a3a54,-0.22067676484584808,0.11769789457321167,-0.05562477558851242,unknown,1
pre_structured_prompt_usable_full_v1,48,CM_FOUCAULT_001,Mistral NeMo 12B,0,3,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,99cf90fc8611274f2adfb2d4b7281c9414ba6e21e00ac38c6fccea3aa0329785,-0.2797316312789917,0.08661047369241714,-0.10169369727373123,unknown,1
pre_structured_prompt_usable_full_v1,49,CM_FOUCAULT_001,Mistral NeMo 12B,0,3,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,b6e6770dfb4fb8f3a92d33a8e6340ed16c8ff00c83e58f84be179d7799b44862,-0.2936767637729645,0.08280333876609802,-0.11095678061246872,unknown,1
pre_structured_prompt_usable_full_v1,50,CM_FOUCAULT_001,Mistral Small 3.2 24B Instruct,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,4f38008d7027c56cd6200011c30a93329773d4c2d8cb3c5cb2d83c8381a038ea,-0.20257189869880676,0.050328608602285385,-0.07765254378318787,unknown,1
pre_structured_prompt_usable_full_v1,51,CM_FOUCAULT_001,NVIDIA Nemotron 3 Nano 30B-A3B,3,0,0,0,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,1cae2ca2c767d1806b135232c8a4219c40862458ef491f84c36b90e2a6b420f1,-0.15343403816223145,0.018809646368026733,-0.06709512323141098,unknown,1
pre_structured_prompt_usable_full_v1,54,CM_KAPITZA_001,Gemma 3 12B IT,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,3cc801fece053a1d2e4c3828d798227d1d8dd72d0b39e108249c4030862241a1,-0.30365920066833496,-0.18963728845119476,-0.2453119456768036,unknown,1
pre_structured_prompt_usable_full_v1,55,CM_KAPITZA_001,Gemma 3 12B IT,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,2c98c14ce148e83f5deef92b00803d682accd7efeece63a1b43df1f82e1d81a0,-0.3482075333595276,-0.18776856362819672,-0.26730015873908997,unknown,1
pre_structured_prompt_usable_full_v1,56,CM_KAPITZA_001,Gemma 3 12B IT,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,bc4f99452838f6deb51edc946bb711a8dd85eed261a54b2112851c140818aa40,-0.3226442039012909,-0.17531818151474,-0.2481040507555008,unknown,1
pre_structured_prompt_usable_full_v1,57,CM_KAPITZA_001,Gemma 3 27B IT,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,6088b8f919e2f33bfcd2630b01b979e97b1b235588906a1738a594a17023310b,-0.3424265682697296,-0.17105792462825775,-0.2562624514102936,unknown,1
pre_structured_prompt_usable_full_v1,58,CM_KAPITZA_001,Gemma 4 31B IT,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,fbce1d341e77ca34a94d076380d9dfc4cf7199073abf2efac9bf171708b60e17,-0.30191558599472046,-0.12409711629152298,-0.21270239353179932,unknown,1
pre_structured_prompt_usable_full_v1,59,CM_KAPITZA_001,Granite 4.1 8B,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,38f40ea39a9fce12249b5385289915f71ca3ae9d819e60ff48456832205050cd,-0.38597944378852844,-0.127031609416008,-0.2580346167087555,unknown,1
pre_structured_prompt_usable_full_v1,60,CM_KAPITZA_001,Granite 4.1 8B,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,9ab901b5fd57cf43b285cb1ffac79a6049c70c4002f6bb42bd9921c8a9f5352a,-0.33355242013931274,-0.14230790734291077,-0.23785705864429474,unknown,1
pre_structured_prompt_usable_full_v1,61,CM_KAPITZA_001,Granite 4.1 8B,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,8f1f5d6dc673f8931fddfef7b03ac105ffb6506bc51564558de305f7047f9202,-0.4007565975189209,-0.13035237789154053,-0.26739975810050964,unknown,1
pre_structured_prompt_usable_full_v1,62,CM_KAPITZA_001,Llama 3.1 8B Instruct,0,2,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,4643b698e0ddee6295190c66c81f67fefc0e848d90377ca240f7aedc2c4f4125,-0.34314221143722534,-0.20522309839725494,-0.27312734723091125,unknown,1
pre_structured_prompt_usable_full_v1,63,CM_KAPITZA_001,Llama 3.1 8B Instruct,0,2,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,9f4b34120d726e201cee98c09d0bf7ad31c83d6141f07a43e9f4af3dd95f60f7,-0.31002846360206604,-0.19111904501914978,-0.24929209053516388,unknown,1
pre_structured_prompt_usable_full_v1,64,CM_KAPITZA_001,Llama 3.1 8B Instruct,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,76d1d88f7f5c8c1a4f567b3eafcf99c26ace2a746c61555c45e5b618e6cdf50f,-0.23704828321933746,-0.14031997323036194,-0.18724223971366882,unknown,1
pre_structured_prompt_usable_full_v1,65,CM_KAPITZA_001,Ministral 3 8B,0,0,2,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,37a0143257406a2b9f62d37bbedadc82c2b8bf8fca7cc5589cafbc7187a35e5a,-0.35692426562309265,-0.177456796169281,-0.26684918999671936,unknown,1
pre_structured_prompt_usable_full_v1,66,CM_KAPITZA_001,Ministral 3 8B,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,2e1ea45d98c71e4182d5d8f92cbb880df2d79c15290e1494a4a0caa83ea2c478,-0.3199380338191986,-0.15847770869731903,-0.23857609927654266,unknown,1
pre_structured_prompt_usable_full_v1,67,CM_KAPITZA_001,Ministral 3 8B,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,0444ffa7065740a9682b29d9f1436e51dbbc977bb37aadbd277b6e5ad6a67e8b,-0.35676226019859314,-0.16987116634845734,-0.26312580704689026,unknown,1
pre_structured_prompt_usable_full_v1,68,CM_KAPITZA_001,Mistral NeMo 12B,0,2,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,98de19e64c926ace4de1fbe261a7a18e51cf0a9757d3dae7ba8c7fdbb079740d,-0.3572787344455719,-0.13664725422859192,-0.2475227415561676,unknown,1
pre_structured_prompt_usable_full_v1,69,CM_KAPITZA_001,Mistral NeMo 12B,0,2,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,8fba0d58f7a6de3524c82749544786de2b26977abe3d14bd87bae602be8ebe06,-0.27767813205718994,-0.050799064338207245,-0.1650347113609314,unknown,1
pre_structured_prompt_usable_full_v1,70,CM_KAPITZA_001,Mistral NeMo 12B,0,2,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,10e337e3dea379e1ca14b5720dbdf321c7047fdc7c5a73e410bc2e2264ae19ca,-0.33018648624420166,-0.14569693803787231,-0.23773451149463654,unknown,1
pre_structured_prompt_usable_full_v1,71,CM_KAPITZA_001,Mistral Small 3.2 24B Instruct,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,7117c46695c8fbdd7a0041251ef1463a0588f0a0a61e8693abfc31d30c8f07ca,-0.3284496068954468,-0.21626494824886322,-0.27096033096313477,unknown,1
pre_structured_prompt_usable_full_v1,72,CM_KAPITZA_001,NVIDIA Nemotron 3 Nano 30B-A3B,2,0,0,0,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,cb7d0c209434a4f1d5712934c99c7398b5c20fe1f5aaa6dae2beaf40d4e37e41,-0.17292985320091248,-0.15350894629955292,-0.16134876012802124,unknown,1
pre_structured_prompt_usable_full_v1,75,CM_TOP_001,Gemma 3 12B IT,3,0,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,6c7b1b089d6a9a59a7dfb8d074e87fec5b5ace96c5edf243f58b1228ac696e96,-0.09042249619960785,-0.01285788044333458,-0.05023729056119919,unknown,1
pre_structured_prompt_usable_full_v1,76,CM_TOP_001,Gemma 3 12B IT,3,0,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,04ecba4fcf76a82660ddc02e25bd9f122d6dcc590e5c513f5aad22262375d93b,-0.15231195092201233,-0.01467107143253088,-0.08270241320133209,unknown,1
pre_structured_prompt_usable_full_v1,77,CM_TOP_001,Gemma 3 12B IT,3,0,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,fd2da97925f79c6d8e0ed7b561cab3609988515d258a84e2b8bec04726d19a97,-0.09175153076648712,-0.01269516721367836,-0.05083166062831879,unknown,1
pre_structured_prompt_usable_full_v1,78,CM_TOP_001,Gemma 3 27B IT,3,0,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,6a3e008942bdb5415df463bbf925c4d8209daeae0603b91543cf4098701d1db3,-0.30063396692276,-0.16728085279464722,-0.23289300501346588,unknown,1
pre_structured_prompt_usable_full_v1,79,CM_TOP_001,Gemma 4 31B IT,3,0,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,9320ef1afd355cca845a07d24f3f7e01a85432a6c98bd4a2aab1b1d4f2e8324e,-0.40435174107551575,-0.12970860302448273,-0.26899781823158264,unknown,1
pre_structured_prompt_usable_full_v1,80,CM_TOP_001,Granite 4.1 8B,0,3,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,8e3c627aabac54cb4f689b45d7df24a4bc03942d280e8a48e15c0de038617eb3,-0.4688384234905243,-0.21740217506885529,-0.3443678915500641,unknown,1
pre_structured_prompt_usable_full_v1,81,CM_TOP_001,Granite 4.1 8B,0,3,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,a11e8f847a82ee02935c532d8f7d96934b1340db6e5e5943821d2cc7db63a4cd,-0.47039705514907837,-0.2185220718383789,-0.34571802616119385,unknown,1
pre_structured_prompt_usable_full_v1,82,CM_TOP_001,Llama 3.1 8B Instruct,0,3,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,96bfb8fc3b3e501d1739191245637d34379b69b6a641754e811857a9e4bca559,-0.286085307598114,-0.15290690958499908,-0.21845045685768127,unknown,1
pre_structured_prompt_usable_full_v1,83,CM_TOP_001,Llama 3.1 8B Instruct,0,3,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,96bfb8fc3b3e501d1739191245637d34379b69b6a641754e811857a9e4bca559,-0.286085307598114,-0.15290690958499908,-0.21845045685768127,unknown,1
pre_structured_prompt_usable_full_v1,84,CM_TOP_001,Llama 3.1 8B Instruct,0,3,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,c43622d0f648b67b893613f6f392e4767c44911b0a30d9babc9713e9581d50c7,-0.34219980239868164,-0.21231667697429657,-0.2760833203792572,unknown,1
pre_structured_prompt_usable_full_v1,85,CM_TOP_001,Ministral 3 8B,3,0,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,8b848b2ecd391d1cdc40236d507d6d81e0abf8620f3288d961c279b78bd91180,-0.31836456060409546,-0.17435745894908905,-0.24543626606464386,unknown,1
pre_structured_prompt_usable_full_v1,86,CM_TOP_001,Ministral 3 8B,3,0,0,0,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,320c110978ab52287f20c4a7fba77ec95ef501c7c2a680b8aec12924f99537f5,-0.3555934727191925,-0.1709277480840683,-0.2630254924297333,unknown,1
