row_key,source_run_id,batch,scenario_id,category,model_name,deterministic_grade,deterministic_pass_binary,extraction_status,helper_status,error_tags,failed_fields,candidate_reasoning_text_sha256,reference_reasoning_text_sha256,candidate_reasoning_text_length_chars,reference_reasoning_text_length_chars,informativeness_chain,informativeness_step,reasoning_alignment,repetition_step,semantic_coverage_chain,semantic_coverage_step,roscoe_available_mean,selected_roscoe_metric_name,selected_roscoe_score,roscoe_scoring_status,roscoe_error_if_any,bertscore_reasoning_only_v2_f1,rouge_l_f1,chrf_score,candidate_reference_length_ratio
V2|SR_ROCKET_001|Gemma 3 12B IT|0a1bfb8e-7794-43ce-a724-e54da756c20b,0a1bfb8e-7794-43ce-a724-e54da756c20b,V2,SR_ROCKET_001,Special Relativity,Gemma 3 12B IT,FAIL,0,OK,OK,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,1ec17bd0a69b87c7ae8c96f09d15e4af6fe89c9a8520481a40551212f1b8bd54,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f,1275,714,0.973646879196167,0.9050637483596802,0.8695898652076721,0.0,0.973646879196167,0.8695898652076721,0.9183074474334717,reasoning_alignment,0.8695898652076721,scored,,0.4084946811199188,0.7389162561576355,0.8019893793376669,1.7507002801120448
V3|GR_GPS_001|Gemma 3 12B IT|0ada0fb0-29cc-4f10-b31a-705df74e52ae,0ada0fb0-29cc-4f10-b31a-705df74e52ae,V3,GR_GPS_001,General Relativity,Gemma 3 12B IT,FAIL,0,OK,OK,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,ba276d3c7707c04de706ae58e5c2b34799022e487cd0288d6be00972e74abe19,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da,697,1342,0.9985117316246033,0.9205421209335327,0.9509064555168152,0.03336825966835022,0.9985117316246033,0.9509064555168152,0.963875699043274,reasoning_alignment,0.9509064555168152,scored,,0.606954038143158,0.7204968944099379,0.5433495849735764,0.5014903129657228
V2|QM_BERRY_001|Mistral Small 3.2 24B Instruct|0c429cf4-5519-4352-b10b-b78367d1aa96,0c429cf4-5519-4352-b10b-b78367d1aa96,V2,QM_BERRY_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,,,3a918aba4aeb363813fd01b394b09aab0d5d44f26e488e20f0241ddd16d2388e,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a,615,572,0.9967623949050903,0.9861739873886108,0.9765443801879883,0.03336825966835022,0.9967623949050903,0.9765443801879883,0.9865575075149536,reasoning_alignment,0.9765443801879883,scored,,0.8970624804496765,0.9615384615384615,0.9796814548010306,1.0332167832167831
V3|QM_TUNNEL_001|Mistral Small 3.2 24B Instruct|0da1e3a2-7970-4e89-9df6-00d6ef104a50,0da1e3a2-7970-4e89-9df6-00d6ef104a50,V3,QM_TUNNEL_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,3a29b4407f9c0ceca2244dcf8d49fd790aea439483f24f75417bf69b920b76c9,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804,687,665,0.9965943098068237,0.9339960813522339,0.9264852404594421,0.020201504230499268,0.9965943098068237,0.9264852404594421,0.9560310363769531,reasoning_alignment,0.9264852404594421,scored,,0.8326167464256287,0.9082774049217002,0.8728324102950396,0.9969924812030075
V4|QM_AB_001|Llama 3.1 8B Instruct|0dc7c9f3-a23b-4f8a-888f-b851d0d9fcf5,0dc7c9f3-a23b-4f8a-888f-b851d0d9fcf5,V4,QM_AB_001,Quantum Mechanics,Llama 3.1 8B Instruct,FAIL,0,OK,OK,flux_quanta:MISMATCH;fringe_shift:MISMATCH;total_phase_rad:MISMATCH,flux_quanta;fringe_shift;total_phase_rad,ecd915a6c98e2fc5612032b47a9e666869b52995523a7f8f970b20be64d20d31,8588b271ac77be7646aa36b4cffab172b80ae3d7807382634de8275b061c4d0b,659,670,0.9868626594543457,0.9417451024055481,0.9357398748397827,0.03336822986602783,0.9868626594543457,0.9357398748397827,0.957390034198761,reasoning_alignment,0.9357398748397827,scored,,0.8117145299911499,0.8763440860215054,0.8719454828743453,0.9477611940298507
V3|QFT_CASIMIR_001|Llama 3.1 8B Instruct|0ed2217a-06ad-4917-b517-25fdcad0cab9,0ed2217a-06ad-4917-b517-25fdcad0cab9,V3,QFT_CASIMIR_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,0,OK,OK,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,30c96e3e214b9fb2a4bd708a69163f58dcc61975b692c3985b1ac2a340f72c63,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439,796,1357,0.9666855335235596,0.911943256855011,0.9294244050979614,0.03336825966835022,0.9666855335235596,0.9294244050979614,0.9408326268196106,reasoning_alignment,0.9294244050979614,scored,,0.40535151958465576,0.6068515497553019,0.5208812108070093,0.5696389093588798
V2|SR_ROCKET_001|Gemma 3 27B IT|0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1,0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1,V2,SR_ROCKET_001,Special Relativity,Gemma 3 27B IT,FAIL,0,OK,OK,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,975ab715398d18ae09efe18ac101b4d983ed4d71ed1939880c089cfad80d7164,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f,738,714,0.999023973941803,0.9676854610443115,0.9635186195373535,0.02178168296813965,0.999023973941803,0.9635186195373535,0.9785541296005249,reasoning_alignment,0.9635186195373535,scored,,0.9275230169296265,0.9453781512605043,0.941856856738825,1.0
V4|STAT_LANDAUER_001|Gemma 4 31B IT|1080327a-aefa-4292-9f3b-922c1e3ba116,1080327a-aefa-4292-9f3b-922c1e3ba116,V4,STAT_LANDAUER_001,Statistical Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,,,a8abb7910e07d4879553360243fdf88800b5203bb0668e947a7af7e165c9ffa8,409342097382f1190bbbca7e412610e88e6e082c85b20e7fb2a41153af08e48b,828,751,0.9882330298423767,0.9669492244720459,0.9582616686820984,0.03336825966835022,0.9882330298423767,0.9582616686820984,0.9719877243041992,reasoning_alignment,0.9582616686820984,scored,,0.6777665615081787,0.8845208845208847,0.9049647837897575,1.0692410119840212
V4|QM_AB_001|Gemma 3 27B IT|11e2b649-bad4-4438-8add-32ce29e75176,11e2b649-bad4-4438-8add-32ce29e75176,V4,QM_AB_001,Quantum Mechanics,Gemma 3 27B IT,PASS,1,OK,OK,,,a2977db6f04633b642f68181d67aea41468f2c377fc89218d3408ea7dc6eaee9,8588b271ac77be7646aa36b4cffab172b80ae3d7807382634de8275b061c4d0b,695,670,0.9972933530807495,0.972429633140564,0.9643526077270508,0.03336825966835022,0.9972933530807495,0.9643526077270508,0.9791443109512329,reasoning_alignment,0.9643526077270508,scored,,0.8832704424858093,0.9384615384615386,0.9519378327073589,1.0
V3|STAT_BEC_001|Ministral 3 8B|1205af10-0f2d-4c8b-ade7-beb9155d9d4d,1205af10-0f2d-4c8b-ade7-beb9155d9d4d,V3,STAT_BEC_001,Statistical Mechanics,Ministral 3 8B,FAIL,0,OK,OK,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,805abec8edb2829263742bcf97dc2f7f2a73e4eef48b98879e9f15fb0248054a,40ec00ed092d35687c10080e642c42818480aebcabc18383aedde1f97dac996a,1813,671,0.9479013085365295,0.863685131072998,0.8514547348022461,0.035883814096450806,0.9479013085365295,0.8514547348022461,0.8924794435501099,reasoning_alignment,0.8514547348022461,scored,,-0.02937813103199005,0.3882063882063882,0.3777918998440968,2.6646795827123695
V2|GR_ISCO_001|Llama 3.1 8B Instruct|12ba6901-ab09-4608-812d-243a3ba8cb47,12ba6901-ab09-4608-812d-243a3ba8cb47,V2,GR_ISCO_001,General Relativity,Llama 3.1 8B Instruct,FAIL,0,OK,OK,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,a01868d4818fed3844bb70460c0457c663b21b2f63d054f9681a6bddc7cdef9a,5813c13e68ccf339d7167a4eef853a7c550bb94cf37311d9a7f6666e9a16cfc6,1177,734,0.9231390953063965,0.779042661190033,0.7904766201972961,0.01189112663269043,0.9231390953063965,0.7904766201972961,0.8412548184394837,reasoning_alignment,0.7904766201972961,scored,,0.07304166257381439,0.32209737827715357,0.4522544782896129,1.840599455040872
V4|COS_DESITTER_001|Mistral Small 3.2 24B Instruct|13d804f3-30ad-428a-ad9d-7f48deb28505,13d804f3-30ad-428a-ad9d-7f48deb28505,V4,COS_DESITTER_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,efolds_to_gh:MISMATCH;gh_temp_e30_K:MISMATCH;horizon_gpc:MISMATCH,efolds_to_gh;gh_temp_e30_K;horizon_gpc,aa764904f20107ce50aba23b2dbbb9c98763e07bc0b9bdd87a0d1b7bf435ff41,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35,650,632,0.9975652694702148,0.9622097015380859,0.9552719593048096,0.03336825966835022,0.9975652694702148,0.9552719593048096,0.973576831817627,reasoning_alignment,0.9552719593048096,scored,,0.9080313444137573,0.9387755102040817,0.9226676326597103,0.990506329113924
V2|STAT_ISING_001|Mistral NeMo 12B|1578b708-15cc-4472-862d-060fbdc5e95c,1578b708-15cc-4472-862d-060fbdc5e95c,V2,STAT_ISING_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,ratio_exact_mf:MISMATCH;tc_exact:MISMATCH,ratio_exact_mf;tc_exact,46c714258b2532c72f21d81bcc7077027217bae2bf1931dc17deb2932f038412,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26,699,656,0.9959640502929688,0.9399805665016174,0.9258317947387695,0.03336825966835022,0.9959640502929688,0.9258317947387695,0.9567144513130188,reasoning_alignment,0.9258317947387695,scored,,0.867075502872467,0.9409090909090909,0.9487425829512511,1.0289634146341464
V2|QM_BERRY_001|Mistral NeMo 12B|183a2bc8-11a9-43e6-a8a0-67b79cff192b,183a2bc8-11a9-43e6-a8a0-67b79cff192b,V2,QM_BERRY_001,Quantum Mechanics,Mistral NeMo 12B,PASS,1,OK,OK,,,401592878871a3fd22a27dfbd43df024d8069d8f01e5dff3f854810a9c388439,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a,576,572,0.9939274787902832,0.9662953019142151,0.9712393283843994,0.03336825966835022,0.9939274787902832,0.9712393283843994,0.979325783252716,reasoning_alignment,0.9712393283843994,scored,,0.8643773198127747,0.9470752089136492,0.9468668727261111,0.965034965034965
V4|QM_AB_001|Ministral 3 8B|18568238-1307-480c-8ad5-578fb5bb8a74,18568238-1307-480c-8ad5-578fb5bb8a74,V4,QM_AB_001,Quantum Mechanics,Ministral 3 8B,FAIL,0,OK,OK,flux_quanta:MISMATCH;fringe_shift:MISMATCH;total_phase_rad:MISMATCH,flux_quanta;fringe_shift;total_phase_rad,a1af97611645fb6e7046b37aa338e534b809626e680854988b497d68819ff7c3,8588b271ac77be7646aa36b4cffab172b80ae3d7807382634de8275b061c4d0b,691,670,0.9953314065933228,0.9435608386993408,0.937544584274292,0.03336825966835022,0.9953314065933228,0.937544584274292,0.9618625640869141,reasoning_alignment,0.937544584274292,scored,,0.8826022744178772,0.9242819843342036,0.9165592019724191,0.9940298507462687
V3|STAT_BEC_001|Gemma 3 27B IT|188bc4ef-e984-49f4-b584-bd3a99572a45,188bc4ef-e984-49f4-b584-bd3a99572a45,V3,STAT_BEC_001,Statistical Mechanics,Gemma 3 27B IT,FAIL,0,OK,OK,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,c740eba3d9ce6591cec2d7550e3e4ba96f0ec443299d47c77a2beb2b38a33a9d,40ec00ed092d35687c10080e642c42818480aebcabc18383aedde1f97dac996a,874,671,0.9768035411834717,0.934855580329895,0.9064953923225403,0.02298802137374878,0.9768035411834717,0.9064953923225403,0.9402906894683838,reasoning_alignment,0.9064953923225403,scored,,0.6669195294380188,0.8049113233287858,0.8448717745429701,1.2652757078986587
V3|QFT_CASIMIR_001|Mistral Small 3.2 24B Instruct|1af000e0-80c0-45b3-9f95-f707072fdac3,1af000e0-80c0-45b3-9f95-f707072fdac3,V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,9d6794953d93ba4ecfa4c9dcdbcf9842c3a91a010751928f71a05126b9565d4e,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439,731,1357,0.9918481707572937,0.9236748218536377,0.9433456659317017,0.03336825966835022,0.9918481707572937,0.9433456659317017,0.9588124990463257,reasoning_alignment,0.9433456659317017,scored,,0.48536425828933716,0.6413223140495867,0.5367014543787534,0.5210022107590273
V5|CM_TOP_001|Gemma 3 12B IT|1b84f29d-7262-4118-892c-163d9f57dd84,1b84f29d-7262-4118-892c-163d9f57dd84,V5,CM_TOP_001,Classical Mechanics,Gemma 3 12B IT,PASS,1,OK,OK,,,7aa9b875061ff2c516826a477cffd10fe29793cd7375caea708997dad859d96a,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,710,661,0.9849698543548584,0.9714897871017456,0.9554299116134644,0.03336825966835022,0.9849698543548584,0.9554299116134644,0.9704578638076782,reasoning_alignment,0.9554299116134644,scored,,0.8998178243637085,0.9427083333333334,0.9736766316858421,1.0363086232980332
V4|STAT_LANDAUER_001|Gemma 3 27B IT|1c025782-1745-4b84-8da5-82a9a85a1fb9,1c025782-1745-4b84-8da5-82a9a85a1fb9,V4,STAT_LANDAUER_001,Statistical Mechanics,Gemma 3 27B IT,FAIL,0,OK,OK,landauer_meV:MISMATCH,landauer_meV,2231d5e42f4d8ee59772dcd845a8d56f134c4bbc2aced086d351ef5b4cee241a,409342097382f1190bbbca7e412610e88e6e082c85b20e7fb2a41153af08e48b,771,751,0.9978621602058411,0.9676876068115234,0.958980143070221,0.03336825966835022,0.9978621602058411,0.958980143070221,0.9762744426727294,reasoning_alignment,0.958980143070221,scored,,0.895334780216217,0.9473684210526315,0.9630184943393981,0.9946737683089214
V5|QI_CLONE_001|Mistral Small 3.2 24B Instruct|1df804d6-a5b4-4ea3-ac8b-ba99c928f420,1df804d6-a5b4-4ea3-ac8b-ba99c928f420,V5,QI_CLONE_001,Quantum Information Theory,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,,,10812a7662a67836610d392062af1093d4da77232af22bb443888011963173a1,4d39feee10b5712663afe8f71e1a37b5877056614633b83e6855bdeec25119c9,726,714,0.9983066320419312,0.9813884496688843,0.9710627794265747,0.03336825966835022,0.9983066320419312,0.9710627794265747,0.9840254545211792,reasoning_alignment,0.9710627794265747,scored,,0.922784686088562,0.9479166666666665,0.9721463374475079,0.9831932773109243
V5|COS_AGE_001|Mistral Small 3.2 24B Instruct|1ee8b3c0-af92-4328-a2c2-8a46d9dacbde,1ee8b3c0-af92-4328-a2c2-8a46d9dacbde,V5,COS_AGE_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,lcdm_age_gyr:MISMATCH,lcdm_age_gyr,78d20c092a3f0ed3532bd877c4610bac489a75f0bc5d941f760972799713f8e8,b644dc9d765602c3ad7096a8aa8f5bebf146df7f4708b1b8b00cef88b1dd3ed2,680,659,0.997217059135437,0.9591658115386963,0.9519320130348206,0.03336825966835022,0.997217059135437,0.9519320130348206,0.9714927911758423,reasoning_alignment,0.9519320130348206,scored,,0.9105151295661926,0.9466666666666667,0.9373615439882558,0.9954476479514416
V4|GR_PERI_001|Gemma 3 27B IT|1f6f2a74-79ab-47f8-8a96-512a80ae17d9,1f6f2a74-79ab-47f8-8a96-512a80ae17d9,V4,GR_PERI_001,General Relativity,Gemma 3 27B IT,FAIL,0,OK,OK,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,eb348d594d97cb78aafca982a9a5765dd087ce3458ea36e560debd6fc3ce5a1e,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac,721,695,0.9910403490066528,0.9232349395751953,0.9126104116439819,0.01426437497138977,0.9910403490066528,0.9126104116439819,0.946107292175293,reasoning_alignment,0.9126104116439819,scored,,0.7629456520080566,0.888888888888889,0.8565015071461887,1.0014388489208632
V3|COS_DL_001|Gemma 3 27B IT|218ab9ee-bcb4-4ea8-9ea5-27f50255759c,218ab9ee-bcb4-4ea8-9ea5-27f50255759c,V3,COS_DL_001,Cosmology,Gemma 3 27B IT,PASS,1,OK,OK,,,585743a5d402860a53bf30dd8e49b1181121f43c9f4db50227df674807242aaf,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79,631,611,0.9991199970245361,0.9704948663711548,0.9625526070594788,0.0,0.9991199970245361,0.9625526070594788,0.9787680149078369,reasoning_alignment,0.9625526070594788,scored,,0.8425501585006714,0.9336384439359268,0.8987294497871797,0.9918166939443536
V5|QI_CLONE_001|Gemma 4 31B IT|2269ab6d-3ceb-455f-a66f-7fe8faa2eb8b,2269ab6d-3ceb-455f-a66f-7fe8faa2eb8b,V5,QI_CLONE_001,Quantum Information Theory,Gemma 4 31B IT,PASS,1,OK,OK,,,2d958be60ff7d14f6389f5b2baf5b3dfbe818e6f3bb020878a206fbf6274c784,4d39feee10b5712663afe8f71e1a37b5877056614633b83e6855bdeec25119c9,739,714,0.9986147880554199,0.9523414373397827,0.9327208399772644,0.03336825966835022,0.9986147880554199,0.9327208399772644,0.9630025386810303,reasoning_alignment,0.9327208399772644,scored,,0.9158362150192261,0.9414758269720102,0.9719104944750871,1.0
V3|QM_TUNNEL_001|Gemma 3 12B IT|252e5a22-0a7b-412b-ae8c-1e0bc538da7c,252e5a22-0a7b-412b-ae8c-1e0bc538da7c,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,0,OK,OK,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,67a31c55a42da9d532c2fc8eadafae0a27f7a2a27483da59ced68fba5c270b42,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804,822,665,0.9910305738449097,0.9273977875709534,0.9144154787063599,0.0,0.9910305738449097,0.9144154787063599,0.9476579785346985,reasoning_alignment,0.9144154787063599,scored,,0.6806759238243103,0.84472049689441,0.8496668688125221,1.1984962406015038
