row_key,source_run_id,batch,scenario_id,category,model_name,deterministic_grade,deterministic_pass_binary,extraction_status,helper_status,error_tags,failed_fields,candidate_reasoning_text_sha256,reference_reasoning_text_sha256,candidate_reasoning_text_length_chars,reference_reasoning_text_length_chars,chrf_precision,chrf_recall,chrf_score,chrf_beta,chrf_ngram_order_max,bertscore_full_f1,bertscore_no_final_f1,rouge_l_f1,candidate_reference_length_ratio
V2|SR_ROCKET_001|Gemma 3 12B IT|0a1bfb8e-7794-43ce-a724-e54da756c20b,0a1bfb8e-7794-43ce-a724-e54da756c20b,V2,SR_ROCKET_001,Special Relativity,Gemma 3 12B IT,FAIL,0,OK,OK,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,1ec17bd0a69b87c7ae8c96f09d15e4af6fe89c9a8520481a40551212f1b8bd54,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f,1275,714,0.5197139916801717,0.9279964538813417,0.8019893793376669,2.0,6,0.4084946811199188,0.4084946811199188,0.7389162561576355,1.7507002801120448
V3|GR_GPS_001|Gemma 3 12B IT|0ada0fb0-29cc-4f10-b31a-705df74e52ae,0ada0fb0-29cc-4f10-b31a-705df74e52ae,V3,GR_GPS_001,General Relativity,Gemma 3 12B IT,FAIL,0,OK,OK,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,ba276d3c7707c04de706ae58e5c2b34799022e487cd0288d6be00972e74abe19,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da,697,1342,0.9400738989190669,0.49149513250095817,0.5433495849735764,2.0,6,0.7260578870773315,0.5723583102226257,0.7204968944099379,0.5014903129657228
V2|QM_BERRY_001|Mistral Small 3.2 24B Instruct|0c429cf4-5519-4352-b10b-b78367d1aa96,0c429cf4-5519-4352-b10b-b78367d1aa96,V2,QM_BERRY_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,,,3a918aba4aeb363813fd01b394b09aab0d5d44f26e488e20f0241ddd16d2388e,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a,615,572,0.9258514037122906,0.9941314372281086,0.9796814548010306,2.0,6,0.7033983469009399,0.9357061386108398,0.9615384615384615,1.0332167832167831
V3|QM_TUNNEL_001|Mistral Small 3.2 24B Instruct|0da1e3a2-7970-4e89-9df6-00d6ef104a50,0da1e3a2-7970-4e89-9df6-00d6ef104a50,V3,QM_TUNNEL_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,3a29b4407f9c0ceca2244dcf8d49fd790aea439483f24f75417bf69b920b76c9,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804,687,665,0.851381573968288,0.8783650839596016,0.8728324102950396,2.0,6,0.6594151854515076,0.8596237897872925,0.9082774049217002,0.9969924812030075
V4|QM_AB_001|Llama 3.1 8B Instruct|0dc7c9f3-a23b-4f8a-888f-b851d0d9fcf5,0dc7c9f3-a23b-4f8a-888f-b851d0d9fcf5,V4,QM_AB_001,Quantum Mechanics,Llama 3.1 8B Instruct,FAIL,0,OK,OK,flux_quanta:MISMATCH;fringe_shift:MISMATCH;total_phase_rad:MISMATCH,flux_quanta;fringe_shift;total_phase_rad,ecd915a6c98e2fc5612032b47a9e666869b52995523a7f8f970b20be64d20d31,8588b271ac77be7646aa36b4cffab172b80ae3d7807382634de8275b061c4d0b,659,670,0.8847139381126218,0.8688107489562139,0.8719454828743453,2.0,6,0.6291552186012268,0.8527378439903259,0.8763440860215054,0.9477611940298507
V3|QFT_CASIMIR_001|Llama 3.1 8B Instruct|0ed2217a-06ad-4917-b517-25fdcad0cab9,0ed2217a-06ad-4917-b517-25fdcad0cab9,V3,QFT_CASIMIR_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,0,OK,OK,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,30c96e3e214b9fb2a4bd708a69163f58dcc61975b692c3985b1ac2a340f72c63,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439,796,1357,0.8070351349256389,0.4784680880574659,0.5208812108070093,2.0,6,0.5085073113441467,0.3748913109302521,0.6068515497553019,0.5696389093588798
V2|SR_ROCKET_001|Gemma 3 27B IT|0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1,0fdbc6f7-aa2f-4d13-85e3-1de67d52d0f1,V2,SR_ROCKET_001,Special Relativity,Gemma 3 27B IT,FAIL,0,OK,OK,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,975ab715398d18ae09efe18ac101b4d983ed4d71ed1939880c089cfad80d7164,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f,738,714,0.9182634583257682,0.947945867557154,0.941856856738825,2.0,6,0.7569486498832703,0.9652096629142761,0.9453781512605043,1.0
V4|STAT_LANDAUER_001|Gemma 4 31B IT|1080327a-aefa-4292-9f3b-922c1e3ba116,1080327a-aefa-4292-9f3b-922c1e3ba116,V4,STAT_LANDAUER_001,Statistical Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,,,a8abb7910e07d4879553360243fdf88800b5203bb0668e947a7af7e165c9ffa8,409342097382f1190bbbca7e412610e88e6e082c85b20e7fb2a41153af08e48b,828,751,0.8390342439961485,0.9230988485807006,0.9049647837897575,2.0,6,0.5539253354072571,0.7154849767684937,0.8845208845208847,1.0692410119840212
V4|QM_AB_001|Gemma 3 27B IT|11e2b649-bad4-4438-8add-32ce29e75176,11e2b649-bad4-4438-8add-32ce29e75176,V4,QM_AB_001,Quantum Mechanics,Gemma 3 27B IT,PASS,1,OK,OK,,,a2977db6f04633b642f68181d67aea41468f2c377fc89218d3408ea7dc6eaee9,8588b271ac77be7646aa36b4cffab172b80ae3d7807382634de8275b061c4d0b,695,670,0.9265724352347204,0.958497674541306,0.9519378327073589,2.0,6,0.6941899657249451,0.9254761338233948,0.9384615384615386,1.0
V3|STAT_BEC_001|Ministral 3 8B|1205af10-0f2d-4c8b-ade7-beb9155d9d4d,1205af10-0f2d-4c8b-ade7-beb9155d9d4d,V3,STAT_BEC_001,Statistical Mechanics,Ministral 3 8B,FAIL,0,OK,OK,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,805abec8edb2829263742bcf97dc2f7f2a73e4eef48b98879e9f15fb0248054a,40ec00ed092d35687c10080e642c42818480aebcabc18383aedde1f97dac996a,1813,671,0.1961542195167729,0.4915955676843093,0.3777918998440968,2.0,6,-0.02937813103199005,-0.02937813103199005,0.3882063882063882,2.6646795827123695
V2|GR_ISCO_001|Llama 3.1 8B Instruct|12ba6901-ab09-4608-812d-243a3ba8cb47,12ba6901-ab09-4608-812d-243a3ba8cb47,V2,GR_ISCO_001,General Relativity,Llama 3.1 8B Instruct,FAIL,0,OK,OK,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,a01868d4818fed3844bb70460c0457c663b21b2f63d054f9681a6bddc7cdef9a,5813c13e68ccf339d7167a4eef853a7c550bb94cf37311d9a7f6666e9a16cfc6,1177,734,0.31702624760533976,0.5062387906982606,0.4522544782896129,2.0,6,0.07304166257381439,0.07304166257381439,0.32209737827715357,1.840599455040872
V4|COS_DESITTER_001|Mistral Small 3.2 24B Instruct|13d804f3-30ad-428a-ad9d-7f48deb28505,13d804f3-30ad-428a-ad9d-7f48deb28505,V4,COS_DESITTER_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,efolds_to_gh:MISMATCH;gh_temp_e30_K:MISMATCH;horizon_gpc:MISMATCH,efolds_to_gh;gh_temp_e30_K;horizon_gpc,aa764904f20107ce50aba23b2dbbb9c98763e07bc0b9bdd87a0d1b7bf435ff41,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35,650,632,0.9032593574976461,0.9276507253847148,0.9226676326597103,2.0,6,0.7112431526184082,0.9508345723152161,0.9387755102040817,0.990506329113924
V2|STAT_ISING_001|Mistral NeMo 12B|1578b708-15cc-4472-862d-060fbdc5e95c,1578b708-15cc-4472-862d-060fbdc5e95c,V2,STAT_ISING_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,ratio_exact_mf:MISMATCH;tc_exact:MISMATCH,ratio_exact_mf;tc_exact,46c714258b2532c72f21d81bcc7077027217bae2bf1931dc17deb2932f038412,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26,699,656,0.9029099047602644,0.9609371336411222,0.9487425829512511,2.0,6,0.6725291609764099,0.9059381484985352,0.9409090909090909,1.0289634146341464
V2|QM_BERRY_001|Mistral NeMo 12B|183a2bc8-11a9-43e6-a8a0-67b79cff192b,183a2bc8-11a9-43e6-a8a0-67b79cff192b,V2,QM_BERRY_001,Quantum Mechanics,Mistral NeMo 12B,PASS,1,OK,OK,,,401592878871a3fd22a27dfbd43df024d8069d8f01e5dff3f854810a9c388439,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a,576,572,0.942897618685687,0.947864413333341,0.9468668727261111,2.0,6,0.689397931098938,0.9060737490653992,0.9470752089136492,0.965034965034965
V4|QM_AB_001|Ministral 3 8B|18568238-1307-480c-8ad5-578fb5bb8a74,18568238-1307-480c-8ad5-578fb5bb8a74,V4,QM_AB_001,Quantum Mechanics,Ministral 3 8B,FAIL,0,OK,OK,flux_quanta:MISMATCH;fringe_shift:MISMATCH;total_phase_rad:MISMATCH,flux_quanta;fringe_shift;total_phase_rad,a1af97611645fb6e7046b37aa338e534b809626e680854988b497d68819ff7c3,8588b271ac77be7646aa36b4cffab172b80ae3d7807382634de8275b061c4d0b,691,670,0.896266786448092,0.9217766986128509,0.9165592019724191,2.0,6,0.7041540741920471,0.9210545420646667,0.9242819843342036,0.9940298507462687
V3|STAT_BEC_001|Gemma 3 27B IT|188bc4ef-e984-49f4-b584-bd3a99572a45,188bc4ef-e984-49f4-b584-bd3a99572a45,V3,STAT_BEC_001,Statistical Mechanics,Gemma 3 27B IT,FAIL,0,OK,OK,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,c740eba3d9ce6591cec2d7550e3e4ba96f0ec443299d47c77a2beb2b38a33a9d,40ec00ed092d35687c10080e642c42818480aebcabc18383aedde1f97dac996a,874,671,0.689239967631961,0.8954186174111524,0.8448717745429701,2.0,6,0.6669198870658875,0.6810438632965088,0.8049113233287858,1.2652757078986587
V3|QFT_CASIMIR_001|Mistral Small 3.2 24B Instruct|1af000e0-80c0-45b3-9f95-f707072fdac3,1af000e0-80c0-45b3-9f95-f707072fdac3,V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,9d6794953d93ba4ecfa4c9dcdbcf9842c3a91a010751928f71a05126b9565d4e,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439,731,1357,0.8972676041055387,0.4877054584897445,0.5367014543787534,2.0,6,0.5994253158569336,0.4503419101238251,0.6413223140495867,0.5210022107590273
V5|CM_TOP_001|Gemma 3 12B IT|1b84f29d-7262-4118-892c-163d9f57dd84,1b84f29d-7262-4118-892c-163d9f57dd84,V5,CM_TOP_001,Classical Mechanics,Gemma 3 12B IT,PASS,1,OK,OK,,,7aa9b875061ff2c516826a477cffd10fe29793cd7375caea708997dad859d96a,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,710,661,0.9217848175942824,0.9875755057967022,0.9736766316858421,2.0,6,0.7101405262947083,0.943536102771759,0.9427083333333334,1.0363086232980332
V4|STAT_LANDAUER_001|Gemma 3 27B IT|1c025782-1745-4b84-8da5-82a9a85a1fb9,1c025782-1745-4b84-8da5-82a9a85a1fb9,V4,STAT_LANDAUER_001,Statistical Mechanics,Gemma 3 27B IT,FAIL,0,OK,OK,landauer_meV:MISMATCH,landauer_meV,2231d5e42f4d8ee59772dcd845a8d56f134c4bbc2aced086d351ef5b4cee241a,409342097382f1190bbbca7e412610e88e6e082c85b20e7fb2a41153af08e48b,771,751,0.9439467882553153,0.9679074474520305,0.9630184943393981,2.0,6,0.7398287653923035,0.9439312815666199,0.9473684210526315,0.9946737683089214
V5|QI_CLONE_001|Mistral Small 3.2 24B Instruct|1df804d6-a5b4-4ea3-ac8b-ba99c928f420,1df804d6-a5b4-4ea3-ac8b-ba99c928f420,V5,QI_CLONE_001,Quantum Information Theory,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,,,10812a7662a67836610d392062af1093d4da77232af22bb443888011963173a1,4d39feee10b5712663afe8f71e1a37b5877056614633b83e6855bdeec25119c9,726,714,0.9603058065977726,0.9751522341191586,0.9721463374475079,2.0,6,0.7214685678482056,0.9722513556480408,0.9479166666666665,0.9831932773109243
V5|COS_AGE_001|Mistral Small 3.2 24B Instruct|1ee8b3c0-af92-4328-a2c2-8a46d9dacbde,1ee8b3c0-af92-4328-a2c2-8a46d9dacbde,V5,COS_AGE_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,lcdm_age_gyr:MISMATCH,lcdm_age_gyr,78d20c092a3f0ed3532bd877c4610bac489a75f0bc5d941f760972799713f8e8,b644dc9d765602c3ad7096a8aa8f5bebf146df7f4708b1b8b00cef88b1dd3ed2,680,659,0.9151931030816995,0.9430724826227428,0.9373615439882558,2.0,6,0.7391736507415771,0.9474597573280334,0.9466666666666667,0.9954476479514416
V4|GR_PERI_001|Gemma 3 27B IT|1f6f2a74-79ab-47f8-8a96-512a80ae17d9,1f6f2a74-79ab-47f8-8a96-512a80ae17d9,V4,GR_PERI_001,General Relativity,Gemma 3 27B IT,FAIL,0,OK,OK,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,eb348d594d97cb78aafca982a9a5765dd087ce3458ea36e560debd6fc3ce5a1e,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac,721,695,0.8335533098960457,0.8624373550109011,0.8565015071461887,2.0,6,0.6092442870140076,0.7939321398735046,0.888888888888889,1.0014388489208632
V3|COS_DL_001|Gemma 3 27B IT|218ab9ee-bcb4-4ea8-9ea5-27f50255759c,218ab9ee-bcb4-4ea8-9ea5-27f50255759c,V3,COS_DL_001,Cosmology,Gemma 3 27B IT,PASS,1,OK,OK,,,585743a5d402860a53bf30dd8e49b1181121f43c9f4db50227df674807242aaf,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79,631,611,0.8780741398886793,0.9040460141112181,0.8987294497871797,2.0,6,0.6123111844062805,0.8854113221168518,0.9336384439359268,0.9918166939443536
V5|QI_CLONE_001|Gemma 4 31B IT|2269ab6d-3ceb-455f-a66f-7fe8faa2eb8b,2269ab6d-3ceb-455f-a66f-7fe8faa2eb8b,V5,QI_CLONE_001,Quantum Information Theory,Gemma 4 31B IT,PASS,1,OK,OK,,,2d958be60ff7d14f6389f5b2baf5b3dfbe818e6f3bb020878a206fbf6274c784,4d39feee10b5712663afe8f71e1a37b5877056614633b83e6855bdeec25119c9,739,714,0.9475634866866594,0.9781940040684458,0.9719104944750871,2.0,6,0.7388190627098083,0.9659703969955444,0.9414758269720102,1.0
V3|QM_TUNNEL_001|Gemma 3 12B IT|252e5a22-0a7b-412b-ae8c-1e0bc538da7c,252e5a22-0a7b-412b-ae8c-1e0bc538da7c,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,0,OK,OK,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,67a31c55a42da9d532c2fc8eadafae0a27f7a2a27483da59ced68fba5c270b42,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804,822,665,0.7208037189470932,0.8894187814026939,0.8496668688125221,2.0,6,0.5999024510383606,0.693312406539917,0.84472049689441,1.1984962406015038
V2|QFT_G2_001|Gemma 3 27B IT|25529e5b-327b-4589-a52a-93f73ca80330,25529e5b-327b-4589-a52a-93f73ca80330,V2,QFT_G2_001,Quantum Field Theory,Gemma 3 27B IT,PASS,1,OK,OK,,,3e52860555d36a4a696ed66239e6830f13a8aae8e39e99cc68e2dc538658ec84,8e172b8d9d22f962a2d417108599e253f87539378785b6398f913b7bb0ad2450,699,547,0.6405902677501896,0.8170074950935856,0.7743562736644402,2.0,6,0.3687385320663452,0.5177781581878662,0.7358024691358024,1.2321755027422303
V4|COS_DESITTER_001|Granite 4.1 8B|26ede9fe-ceec-41da-b26e-b510f3260cff,26ede9fe-ceec-41da-b26e-b510f3260cff,V4,COS_DESITTER_001,Cosmology,Granite 4.1 8B,FAIL,0,OK,OK,efolds_to_gh:MISMATCH,efolds_to_gh,3f6a265a62b6dc868b23bbab7b1ffdadf99f328b4fb090211520074e03ae40c2,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35,2290,632,0.19203201925490376,0.6489602331031131,0.439708460964338,2.0,6,-0.29742735624313354,-0.29742735624313354,0.28404669260700394,3.5838607594936707
V3|QM_TUNNEL_001|Gemma 4 31B IT|2742e121-11c7-40dc-a1f9-f3aad05e93ab,2742e121-11c7-40dc-a1f9-f3aad05e93ab,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,,,85ee9c8928cbf7194b47b115892163320a3c30f326fed297c465a75be873dc25,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804,636,665,0.9030386465040774,0.860787521643769,0.8689184654788977,2.0,6,0.6295535564422607,0.8586020469665527,0.9041095890410958,0.9187969924812031
V4|CM_KAPITZA_001|Granite 4.1 8B|297bb41a-5909-4b26-9936-dd1af5211f9c,297bb41a-5909-4b26-9936-dd1af5211f9c,V4,CM_KAPITZA_001,Classical Mechanics,Granite 4.1 8B,FAIL,0,OK,OK,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,00efd03ebd00e457bc42419b523962daa2e3bf9d8fa3cab5585be6578977e286,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,1380,483,0.2264976198063795,0.6008967518100203,0.45159877007128396,2.0,6,-0.06008379906415939,-0.06008379906415939,0.35419847328244275,2.8053830227743273
V5|COS_AGE_001|Gemma 4 31B IT|2c993c72-2e8e-41bc-a7d5-788e67e106ce,2c993c72-2e8e-41bc-a7d5-788e67e106ce,V5,COS_AGE_001,Cosmology,Gemma 4 31B IT,PASS,1,OK,OK,,,2bd6d8e4df4c16b2ee87c4ef95ea032fbedce3887c851a8ebf63cdc5277e35ca,b644dc9d765602c3ad7096a8aa8f5bebf146df7f4708b1b8b00cef88b1dd3ed2,685,659,0.9559018939367954,0.9908470278560497,0.9836550850644384,2.0,6,0.7632734179496765,0.981254518032074,0.9688888888888889,1.0015174506828528
V2|COS_CMB_001|Mistral Small 3.2 24B Instruct|2d1f22bc-291c-4722-88c7-cc1fed3ce53d,2d1f22bc-291c-4722-88c7-cc1fed3ce53d,V2,COS_CMB_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,a28b373fd917f879d91b80a8e0a02d5e13dd2d51c09e236baaaa95d7aa605061,15fa951506f03a9eb5ed2c28484327b4435b62e9a96bdf4c0734021e007bd80b,581,566,0.9168269663351238,0.9396040568156792,0.9349585487227068,2.0,6,0.6527453660964966,0.9242789149284363,0.924731182795699,0.9840989399293286
