group_label,run_id,scenario_id,model_name,deterministic_match_count,deterministic_mismatch_count,deterministic_not_found_count,deterministic_review_count,reference_source,reference_text_preview,candidate_source,candidate_text_preview,bertscore_precision,bertscore_recall,bertscore_f1,bertscore_model,rescale_with_baseline,notes
MISMATCH-heavy,15,CM_APSIDAL_001,Llama 3.1 8B Instruct,0,4,0,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,**Derivation** 1. **Closed cases.** Kepler n = −2: Φ = π/√(3−2) = π/√1 = **180°**. Harmonic n = +1: Φ = π/√(3+1) = π/2 = **90°**. Both are rational fractions of π ⟹ orbits close. 2. **n = −1.** Φ = π/√(3−1) = π/√2 = **127.28°**. 3. **Not closed.** For n = −...,questions.answer,"To solve this problem, we need to derive the formula for the apsidal angle $\Phi$ in terms of the force-law exponent $n$. ## Step 1: Derive the formula for the apsidal angle $\Phi$ The apsidal angle $\Phi$ is the angle swept between successive perihelion an...",-0.20820853114128113,-0.05444702133536339,-0.13071443140506744,unknown,True,full answer scored
MISMATCH-heavy,520,QM_TUNNEL_001,Llama 3.1 8B Instruct,0,4,0,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Decay constant.** κ = √(2m(V₀−E))/ℏ uses **V₀ − E = 4 eV** (the height above the electron's energy, not V₀). κ = √(2·9.109×10⁻³¹·4·1.602×10⁻¹⁹)/1.0546×10⁻³⁴ = 1.0246×10¹⁰ m⁻¹ = **10.246 nm⁻¹**; with L = 1 nm, **κL = 10.246**. 2. **Prefac...",questions.answer,"## Step 1: Evaluate $\kappa$ in nm$^{-1}$ and the dimensionless product $\kappa L$ First, we need to calculate the decay constant $\kappa$. We have $E = 1.00$ eV, $V_0 = 5.00$ eV, and $L = 1.00$ nm. We can calculate $\kappa$ using the formula $\kappa = \sqr...",-0.22846384346485138,-0.18375203013420105,-0.20425263047218323,unknown,True,full answer scored
MISMATCH-heavy,521,QM_TUNNEL_001,Llama 3.1 8B Instruct,0,4,0,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Decay constant.** κ = √(2m(V₀−E))/ℏ uses **V₀ − E = 4 eV** (the height above the electron's energy, not V₀). κ = √(2·9.109×10⁻³¹·4·1.602×10⁻¹⁹)/1.0546×10⁻³⁴ = 1.0246×10¹⁰ m⁻¹ = **10.246 nm⁻¹**; with L = 1 nm, **κL = 10.246**. 2. **Prefac...",questions.answer,"To solve this problem, we will follow the steps outlined in the task. ## Step 1: Evaluate $\kappa$ in nm$^{-1}$ and the dimensionless product $\kappa L$. First, we need to calculate the decay constant $\kappa$. We have: $$\kappa = \sqrt{\frac{2m(V_0-E)}{\hb...",-0.2822800278663635,-0.2500781714916229,-0.2641768157482147,unknown,True,full answer scored
MISMATCH-heavy,526,QM_TUNNEL_001,Mistral NeMo 12B,0,4,0,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Decay constant.** κ = √(2m(V₀−E))/ℏ uses **V₀ − E = 4 eV** (the height above the electron's energy, not V₀). κ = √(2·9.109×10⁻³¹·4·1.602×10⁻¹⁹)/1.0546×10⁻³⁴ = 1.0246×10¹⁰ m⁻¹ = **10.246 nm⁻¹**; with L = 1 nm, **κL = 10.246**. 2. **Prefac...",questions.answer,"**1. Evaluate $\kappa$ in nm$^{-1}$ and the dimensionless product $\kappa L$.** First, we need to convert the electron mass $m$ from kg to eV$^{-1}$nm$^{-2}$ using $m = 9.11 \times 10^{-31}$ kg and $\hbar = 6.58 \times 10^{-16}$ eV nm. Then, we calculate $\...",-0.3047965168952942,-0.18190982937812805,-0.24213314056396484,unknown,True,full answer scored
MISMATCH-heavy,527,QM_TUNNEL_001,Mistral NeMo 12B,0,4,0,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Decay constant.** κ = √(2m(V₀−E))/ℏ uses **V₀ − E = 4 eV** (the height above the electron's energy, not V₀). κ = √(2·9.109×10⁻³¹·4·1.602×10⁻¹⁹)/1.0546×10⁻³⁴ = 1.0246×10¹⁰ m⁻¹ = **10.246 nm⁻¹**; with L = 1 nm, **κL = 10.246**. 2. **Prefac...",questions.answer,**Step 1: Calculate $\kappa$** Given: - Electron mass $m = 9.11 \times 10^{-31}$ kg - Planck's constant $\hbar = 6.63 \times 10^{-34}$ J s - Barrier height $V_0 = 5.00$ eV = $5.00 \times 1.6 \times 10^{-19}$ J - Electron energy $E = 1.00$ eV = $1.00 \times ...,-0.3276914954185486,-0.21714112162590027,-0.2710002362728119,unknown,True,full answer scored
MISMATCH-heavy,528,QM_TUNNEL_001,Mistral NeMo 12B,0,4,0,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Decay constant.** κ = √(2m(V₀−E))/ℏ uses **V₀ − E = 4 eV** (the height above the electron's energy, not V₀). κ = √(2·9.109×10⁻³¹·4·1.602×10⁻¹⁹)/1.0546×10⁻³⁴ = 1.0246×10¹⁰ m⁻¹ = **10.246 nm⁻¹**; with L = 1 nm, **κL = 10.246**. 2. **Prefac...",questions.answer,**Step 1: Evaluate $\kappa$ in nm$^{-1}$ and the dimensionless product $\kappa L$** Given: - Electron mass $m = 9.11 \times 10^{-31}$ kg - Planck's constant $\hbar = 6.63 \times 10^{-34}$ J s - Barrier height $V_0 = 5.00$ eV - Electron energy $E = 1.00$ eV ...,-0.3282320499420166,-0.22286474704742432,-0.2740681767463684,unknown,True,full answer scored
MISMATCH-heavy,42,CM_FOUCAULT_001,Llama 3.1 8B Instruct,0,3,0,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **The sin λ factor.** The Coriolis coupling that rotates the swing plane is the **vertical** component of Earth's angular velocity, Ω_E sin λ. (The horizontal component Ω_E cos λ tilts the local vertical; it does not precess the plane.) 2....",questions.answer,## Step 1: Identify the relevant component of Earth's angular velocity for the Foucault pendulum's precession The Foucault pendulum's precession is caused by the Coriolis effect due to Earth's rotation. The relevant component of Earth's angular velocity for...,-0.11373773962259293,0.00992196798324585,-0.050977516919374466,unknown,True,full answer scored
MISMATCH-heavy,43,CM_FOUCAULT_001,Llama 3.1 8B Instruct,0,3,0,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **The sin λ factor.** The Coriolis coupling that rotates the swing plane is the **vertical** component of Earth's angular velocity, Ω_E sin λ. (The horizontal component Ω_E cos λ tilts the local vertical; it does not precess the plane.) 2....",questions.answer,"To derive the $\sin\lambda$ factor, we need to consider the Coriolis effect on the swing plane of the Foucault pendulum. The Coriolis force is given by $\vec{F}_C = -2m\vec{\Omega}_E \times \vec{v}$, where $\vec{\Omega}_E$ is the angular velocity of the Ear...",-0.25502651929855347,-0.12360190600156784,-0.18828724324703217,unknown,True,full answer scored
MISMATCH-heavy,47,CM_FOUCAULT_001,Mistral NeMo 12B,0,3,0,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **The sin λ factor.** The Coriolis coupling that rotates the swing plane is the **vertical** component of Earth's angular velocity, Ω_E sin λ. (The horizontal component Ω_E cos λ tilts the local vertical; it does not precess the plane.) 2....",questions.answer,**1. Derivation of the $\sin\lambda$ factor:** The Earth's angular velocity vector $\vec\Omega_E$ can be decomposed into a vertical component $\Omega_E \sin\lambda$ and a horizontal component $\Omega_E \cos\lambda$. The Coriolis effect on the swing plane of...,-0.22067676484584808,0.11769789457321167,-0.05562477558851242,unknown,True,full answer scored
MISMATCH-heavy,48,CM_FOUCAULT_001,Mistral NeMo 12B,0,3,0,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **The sin λ factor.** The Coriolis coupling that rotates the swing plane is the **vertical** component of Earth's angular velocity, Ω_E sin λ. (The horizontal component Ω_E cos λ tilts the local vertical; it does not precess the plane.) 2....",questions.answer,"**1. Derivation of the $\sin\lambda$ factor:** The vertical component of Earth's angular velocity ($\vec{\Omega}_E$) is given by $\Omega_E \sin\lambda$, where $\Omega_E = \frac{360^\circ}{24 \text{ h}} = 15^\circ/\text{h}$ is the Earth's rotation rate, and ...",-0.2797316312789917,0.08661047369241714,-0.10169369727373123,unknown,True,full answer scored
NOT_FOUND/REVIEW-heavy,530,QM_TUNNEL_001,NVIDIA Nemotron 3 Nano 30B-A3B,0,0,4,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Decay constant.** κ = √(2m(V₀−E))/ℏ uses **V₀ − E = 4 eV** (the height above the electron's energy, not V₀). κ = √(2·9.109×10⁻³¹·4·1.602×10⁻¹⁹)/1.0546×10⁻³⁴ = 1.0246×10¹⁰ m⁻¹ = **10.246 nm⁻¹**; with L = 1 nm, **κL = 10.246**. 2. **Prefac...",questions.answer,"We need to compute kappa in nm^{-1}, kappa*L dimensionless, prefactor, and log10 T including prefactor. Then also answer part 4: how does T change if L doubles? Provide new log10 T and comment. But final answer must be only the LaTeX block with fields: kapp...",-0.2549104690551758,-0.3242262303829193,-0.2877330482006073,unknown,True,full answer scored
NOT_FOUND/REVIEW-heavy,41,CM_FOUCAULT_001,Llama 3.1 8B Instruct,0,0,3,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **The sin λ factor.** The Coriolis coupling that rotates the swing plane is the **vertical** component of Earth's angular velocity, Ω_E sin λ. (The horizontal component Ω_E cos λ tilts the local vertical; it does not precess the plane.) 2....",questions.answer,"To derive the $\sin\lambda$ factor from the vertical component of Earth's angular velocity, we start with the Coriolis effect on the swing plane. The Coriolis force is given by $\vec{F}_{\text{Cor}} = 2m\vec{\Omega}_E \times \vec{v}$, where $\vec{\Omega}_E$...",-0.2967575788497925,-0.14430680871009827,-0.2197755128145218,unknown,True,full answer scored
NOT_FOUND/REVIEW-heavy,112,COS_AGE_001,NVIDIA Nemotron 3 Nano 30B-A3B,0,0,3,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,**Derivation** 1. **Hubble time.** 1/H₀ = (3.0857×10¹⁹ km)/(70 km/s) = 4.408×10¹⁷ s = **13.97 Gyr**. 2. **Matter-only (EdS).** a ∝ t^{2/3} ⟹ t₀ = (2/3)/H₀ = (2/3)·13.97 = **9.31 Gyr**. It is **less** than 1/H₀ because matter decelerates the expansion — the ...,questions.answer,The Hubble constant is given as \[ H_0 = 70.0\;\frac{\text{km}}{\text{s·Mpc}} . \] 1. **Convert \(H_0\) to \(\mathrm{s^{-1}}\).** \[ 1\;\text{Mpc}=3.0857\times10^{19}\;\text{km} \] \[ H_0 = \frac{70.0}{3.0857\times10^{19}}\;\text{s}^{-1} = 2.2688\times10^{-...,-0.4561038017272949,-0.1463393121957779,-0.3042677640914917,unknown,True,full answer scored
NOT_FOUND/REVIEW-heavy,144,COS_DESITTER_001,Llama 3.1 8B Instruct,0,0,3,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,**Derivation** 1. **Horizon radius.** r = c/H = 2.998×10⁸ / 2.269×10⁻¹⁸ = 1.32×10²⁶ m = **4.28 Gpc**. 2. **Gibbons–Hawking temperature.** T = ℏH/(2π k_B) = 2.758×10⁻³⁰ K ⟹ **2.758** (in 10⁻³⁰ K). 3. **e-folds to cool below T_GH.** For a T ∝ a⁻¹ radiation ba...,questions.answer,"## Step 1: Evaluate the horizon radius $c/H$ in Gpc. First, we need to calculate the horizon radius $c/H$ in Gpc. We are given that $H = 70.0$ km/s/Mpc. We know that $c = 3.00 \times 10^5$ km/s and 1 Gpc = $3.0857 \times 10^{22}$ meters. We can calculate th...",-0.34542036056518555,-0.19245471060276031,-0.2681237459182739,unknown,True,full answer scored
NOT_FOUND/REVIEW-heavy,204,GR_GPS_001,Llama 3.1 8B Instruct,0,0,3,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Gravitational.** Δrate_grav = GM_E(1/R_E − 1/r)/c². The satellite sits at higher (less negative) potential, so its clock runs **faster**: GM_E(1/6.371×10⁶ − 1/2.6562×10⁷)/c² = 5.292×10⁻¹⁰ → ×86400×10⁶ = **+45.719 μs/day (faster)**. 2. **...",questions.answer,## Step 1: Calculate the gravitational (blueshift) rate difference The gravitational blueshift rate difference is given by the formula: $$\Delta \nu_g = -\frac{1}{2} \frac{GM_E}{c^2} \frac{R_E^2}{r^2}$$ where $GM_E$ is the gravitational constant times the m...,-0.2388530969619751,-0.2575378715991974,-0.24618637561798096,unknown,True,full answer scored
NOT_FOUND/REVIEW-heavy,226,GR_ISCO_001,Llama 3.1 8B Instruct,0,0,3,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Characteristic radii** (units of GM/c²): event horizon 2GM/c², photon sphere 3GM/c², **ISCO 6GM/c²** — three distinct radii. With GM/c² = G·10M_⊙/c² ≈ 14.77 km: horizon 29.54 km, photon sphere 44.31 km, **r_ISCO = 6·14.77 ≈ 88.62 km**. 2...",questions.answer,"## Step 1: Calculate the radii of the event horizon, the photon sphere, and the ISCO in units of $GM/c^2$ The event horizon radius is given by $r_{\text{horizon}} = 2GM/c^2$. The photon sphere radius is given by $r_{\text{photon}} = 3GM/c^2$. The ISCO (Inne...",-0.2646074593067169,-0.1353929489850998,-0.19892731308937073,unknown,True,full answer scored
NOT_FOUND/REVIEW-heavy,379,QI_CLONE_001,Ministral 3 8B,0,0,3,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Why not F = 1.** A perfect cloner would need a unitary mapping |ψ⟩|0⟩ → |ψ⟩|ψ⟩ for all |ψ⟩; that map is quadratic in |ψ⟩, hence not linear, so no unitary implements it (Wootters–Zurek 1982). No-cloning forbids **only** F = 1. 2. **Optima...",questions.answer,### **1. Why Perfect Cloning is Impossible and the Role of Linearity** The **no-cloning theorem** states that it is impossible to create a perfect quantum clone of an arbitrary unknown pure qubit state \(|\psi\rangle\). The key reason lies in the **linearit...,-0.34522613883018494,-0.16954292356967926,-0.25698429346084595,unknown,True,full answer scored
NOT_FOUND/REVIEW-heavy,395,QI_HOLEVO_001,Llama 3.1 8B Instruct,0,0,3,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Average state and eigenvalues.** ρ̄ = ½|0⟩⟨0| + ½|+⟩⟨+| = ½·[[1,0],[0,0]] + ½·[[½,½],[½,½]] = [[¾, ¼],[¼, ¼]]. With Tr = 1 and det = 3/16 − 1/16 = 1/8, the eigenvalues are (1 ± √(1−4·⅛))/2 = (1 ± 1/√2)/2 → **λ₊ = 0.853553**, λ₋ = 0.14644...",questions.answer,## Step 1: Write the ensemble average state $\bar\rho$ and find its eigenvalues. The ensemble consists of two states: $|0\rangle$ and $|+\rangle$. The average state is given by: $$\bar\rho = \frac{1}{2}(|0\rangle\langle0| + |+\rangle\langle+|)$$ To find the...,-0.25061842799186707,-0.22632770240306854,-0.23649172484874725,unknown,True,full answer scored
NOT_FOUND/REVIEW-heavy,405,QI_HOLEVO_001,NVIDIA Nemotron 3 Nano 30B-A3B,0,0,3,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Average state and eigenvalues.** ρ̄ = ½|0⟩⟨0| + ½|+⟩⟨+| = ½·[[1,0],[0,0]] + ½·[[½,½],[½,½]] = [[¾, ¼],[¼, ¼]]. With Tr = 1 and det = 3/16 − 1/16 = 1/8, the eigenvalues are (1 ± √(1−4·⅛))/2 = (1 ± 1/√2)/2 → **λ₊ = 0.853553**, λ₋ = 0.14644...",questions.answer,"We need to solve the problem: binary ensemble of non-orthogonal pure qubit states: x=0 -> |0>, x=1 -> |+> = (|0>+|1>)/√2. Uniform random bit: p0 = p1 = 1/2. We need to compute: 1. Write \bar\rho and find its eigenvalues. 2. Evaluate \chi = S(\bar\rho) - \su...",-0.08946631103754044,-0.18459565937519073,-0.1356569230556488,unknown,True,full answer scored
NOT_FOUND/REVIEW-heavy,500,QM_RT_001,Llama 3.1 8B Instruct,0,0,3,0,/Users/upigdir/Desktop/Pipeline/Scenarios to Run/worked_solutions_batch*.md,"**Derivation** 1. **Resonance condition.** T = 1 when an integer number of interior half-wavelengths spans the well: k′L = nπ. With k′ = √(2m(E+V₀))/ℏ ⟹ E + V₀ = n²π²ℏ²/(2mL²), i.e. **Eₙ = n²π²ℏ²/(2mL²) − V₀**. 2. **Energy unit.** π²ℏ²/(2mL²) = π²(1.054572×...",questions.answer,"To solve this problem, we need to follow the steps outlined in the task. ## Step 1: Derive the resonance condition The time-independent Schrödinger equation for a particle in a 1D potential well is given by: $$-\frac{\hbar^2}{2m}\frac{d^2\psi(x)}{dx^2} + V(...",-0.2312503308057785,-0.2532482445240021,-0.24025750160217285,unknown,True,full answer scored
